successful_update,pair_indices,pair_keys
422,75;4;30;12;41;47;27;70,study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p04:target_t4_400:source_t12_1200
423,37;59;8;60;69;6;92;64,study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p04:target_t0_1200:source_t11_400
424,36;97;71;67;77;89;113;88,study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p04:target_t21_800:source_t17_1200
425,96;38;73;21;3;82;105;53,study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p02:target_t21_0:source_t12_800
426,23;1;48;115;56;93;11;106,study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p05:target_t10_800:source_t19_400
427,14;100;120;16;62;112;42;118,study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p05:target_t18_800:source_t22_1200
428,44;31;103;43;90;32;80;0,study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p01:target_t0_0:source_t4_0
429,79;109;66;33;63;51;57;28,study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p01:target_t24_400:source_t16_400
430,35;87;74;61;116;50;81;54,study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p02:target_t21_400:source_t12_1200
431,104;39;85;46;40;7;24;10,study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p01:target_t15_400:source_t8_0
432,15;98;99,study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p05:target_t6_800:source_t15_800
433,61;80;23;42;16;58;69;59,study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p02:target_t24_800:source_t15_0
434,65;38;106;107;34;84;119;108,study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p05:target_t13_0:source_t19_1200
435,67;36;57;71;89;78;63;83,study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p04:target_t18_400:source_t16_800
436,45;7;14;0;30;33;73;51,study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p02:target_t19_800:source_t12_0
437,74;49;79;40;76;109;31;37,study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p02:target_t4_1200:source_t7_0
438,5;105;66;113;104;114;10;19,study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p01:target_t20_800:source_t11_800
439,122;44;41;12;120;101;3;32,study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p02:target_t3_800:source_t2_400
440,110;47;118;97;39;55;50;93,study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p05:target_t0_0:source_t12_800
441,28;70;117;87;102;24;35;2,study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p01:target_t0_800:source_t5_0
442,26;75;111;112;11;100;88;115,study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p05:target_t16_1200:source_t22_0
443,62;52;20;81;56;77;54;22,study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p01:target_t21_800:source_t12_400
444,8;4;95;15;25;82;17;72,study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p04:target_t4_1200:source_t13_400
445,9;48;21;53;46;68;64;103,study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p05:target_t7_1200:source_t17_800
446,92;121;99;60;85;13;27;90,study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p04:target_t22_0:source_t19_800
447,29;43;86;116;18;91;98;96,study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p05:target_t0_1200:source_t14_800
448,6;1;94,study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p05:target_t0_400:source_t12_1200
449,12;106;117;51;80;57;24;68,study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p04:target_t1_1200:source_t12_400
450,15;100;42;82;32;47;1;65,study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p04:target_t1_0:source_t11_800
451,48;36;35;27;45;71;8;115,study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p05:target_t16_1200:source_t22_0
452,55;85;10;92;96;2;3;74,study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p04:target_t7_400:source_t13_1200
453,122;107;91;25;30;21;90;63,study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p04:target_t0_800:source_t11_0
454,98;50;6;4;49;13;69;20,study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p01:target_t21_0:source_t11_1200
455,54;112;70;64;78;105;87;67,study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p04:target_t1_800:source_t12_0
456,53;89;76;101;28;103;84;16,study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p01:target_t17_1200:source_t10_800
457,41;110;116;94;62;14;26;102,study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p05:target_t7_800:source_t17_400
458,23;0;120;58;33;111;88;81,study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p04:target_t10_800:source_t16_0
459,77;22;11;93;104;79;99;61,study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p04:target_t0_0:source_t8_800
460,108;44;17;7;97;39;19;114,study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p05:target_t16_800:source_t21_800
461,75;60;95;18;113;59;109;5,study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p01:target_t7_400:source_t5_1200
462,40;38;66;43;119;34;52;86,study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p04:target_t21_0:source_t17_400
463,83;73;31;46;56;9;37;121,study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p05:target_t25_800:source_t23_800
464,29;118;72,study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p04:target_t4_1200:source_t13_400
465,54;53;105;44;6;26;91;83,study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p04:target_t18_400:source_t16_800
466,38;113;64;39;4;99;112;41,study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p02:target_t6_1200:source_t8_0
467,93;25;19;24;104;27;13;118,study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p05:target_t18_800:source_t22_1200
468,101;114;1;40;21;75;51;81,study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p04:target_t10_800:source_t16_0
469,30;102;61;20;90;77;33;80,study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p04:target_t10_400:source_t15_800
470,49;74;37;43;2;57;110;14,study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p01:target_t17_400:source_t10_0
471,48;18;109;73;107;65;88;121,study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p05:target_t25_800:source_t23_800
472,115;120;47;78;119;10;42;5,study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p01:target_t7_400:source_t5_1200
473,22;122;86;45;16;94;59;103,study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p05:target_t7_1200:source_t17_800
474,29;46;70;96;82;84;106;79,study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p04:target_t10_0:source_t15_0
475,117;23;55;98;92;31;72;97,study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p04:target_t4_1200:source_t13_400;study01/study01_p05:target_t6_0:source_t15_0
476,68;87;108;63;0;12;9;69,study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p04:target_t4_0:source_t12_800
477,56;111;67;17;100;85;8;7,study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p01:target_t13_400:source_t6_400
478,95;89;28;11;116;66;71;35,study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p02:target_t4_400:source_t5_0
479,34;52;50;15;58;60;36;3,study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p01:target_t0_1200:source_t5_400
480,32;76;62,study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p04:target_t0_400:source_t8_1200
481,104;15;73;32;109;103;81;4,study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p01:target_t7_0:source_t5_800
482,51;92;11;111;118;5;42;64,study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p04:target_t0_1200:source_t11_400
483,14;66;80;43;110;60;28;1,study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p01:target_t0_400:source_t4_800
484,30;58;87;89;27;56;48;47,study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p02:target_t14_400:source_t11_0
485,67;34;88;107;31;49;12;39,study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p02:target_t6_400:source_t7_800
486,25;99;2;33;84;53;112;24,study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p01:target_t23_0:source_t12_1200
487,114;91;101;13;52;54;74;72,study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p04:target_t4_1200:source_t13_400
488,71;78;16;68;70;9;63;7,study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p01:target_t13_400:source_t6_400
489,108;96;10;59;17;40;65;76,study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p04:target_t9_0:source_t14_400
490,97;90;45;106;61;79;93;29,study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p01:target_t24_800:source_t16_800
491,38;8;94;62;77;85;19;55,study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p02:target_t21_800:source_t13_0
