successful_update,pair_indices,pair_keys
1049,48;24;91;79;156;166;137;62,study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p20:target_t9_0:source_t20_400
1050,74;80;66;76;47;8;70;130,study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p23:target_t16_0:source_t9_800
1051,11;165;102;88;140;73;114;133,study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p23:target_t16_1200:source_t11_400
1052,172;81;52;123;93;29;147;115,study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p23:target_t2_400:source_t0_1200
1053,17;141;139;160;59;96;149;128,study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p23:target_t8_800:source_t9_0
1054,159;53;50;36;19;35;103;110,study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p22:target_t13_0:source_t11_800
1055,72;142;46;92;162;164;49;85,study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p21:target_t9_1200:source_t18_1200
1056,30;45;6;146;15,study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p03:target_t10_1200:source_t2_400
1057,131;35;101;38;132;76;43;62,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p20:target_t9_0:source_t20_400
1058,79;28;75;19;116;64;102;96,study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p22:target_t4_800:source_t5_0
1059,89;47;119;127;55;103;39;50,study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p19:target_t17_800:source_t11_400
1060,98;171;114;163;138;86;65;159,study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p25:target_t6_800:source_t5_0
1061,22;81;165;147;32;129;135;7,study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p03:target_t6_1200:source_t23_400
1062,133;46;148;110;144;150;33;74,study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p20:target_t17_0:source_t4_800
1063,164;155;30;170;3;121;41;134,study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p24:target_t5_0:source_t1_400
1064,139;156;93;97;145;87;45;21,study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t22_400:source_t8_0
1065,1;85;172;112;161;141;154;84,study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p21:target_t9_800:source_t18_800
1066,162;99;66;126;15;10;83;157,study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p25:target_t6_0:source_t1_800
1067,108;44;67;58;57;152;146;91,study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p22:target_t1_400:source_t2_1200
1068,122;120;153;14;88;118;169;92,study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p22:target_t1_800:source_t3_0
1069,123;71;166;37;125;9;34;29,study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p03:target_t25_400:source_t12_1200
1070,140;6;18;4;17;40;107;0,study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p03:target_t3_0:source_t20_800
1071,68;61;24;128;167;51;12;59,study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p20:target_t3_1200:source_t19_800
1072,5;115;105;53;124;168;11;8,study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p03:target_t9_0:source_t23_800
1073,69;111;73;72;82;149;13;16,study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p03:target_t18_0:source_t2_800
1074,77;160;31;26;56;130;23;106,study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p22:target_t12_0:source_t9_800
1075,136;94;70;104;151;137;52;25,study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p03:target_t24_400:source_t11_0
1076,100;80;117;63;113;109;90;143,study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p24:target_t15_800:source_t4_0
1077,142;60;42;36;2;54;48;27,study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t24_1200:source_t12_400
1078,20;78;158;49;95,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p22:target_t4_400:source_t3_1200
1079,21;98;44;142;27;61;67;16,study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p03:target_t18_0:source_t2_800
1080,70;30;87;38;164;25;139;13,study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p03:target_t10_400:source_t1_1200
1081,148;137;112;58;126;23;53;90,study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p22:target_t1_0:source_t2_800
1082,29;7;138;150;151;4;92;72,study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p20:target_t16_800:source_t2_1200
1083,108;69;118;117;35;115;136;105,study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p22:target_t8_1200:source_t9_400
1084,80;64;42;24;18;56;163;11,study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p03:target_t9_1200:source_t1_400
1085,83;51;39;122;48;157;147;156,study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p24:target_t22_1200:source_t11_1200
1086,26;86;154;62;106;40;133;88,study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p21:target_t17_800:source_t0_1200
1087,155;46;71;66;113;102;96;127,study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p23:target_t8_400:source_t6_1200
1088,132;140;31;99;111;77;3;107,study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p22:target_t12_400:source_t9_1200
1089,74;161;114;55;78;28;68;100,study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p22:target_t7_800:source_t6_0
1090,8;125;158;123;121;52;49;141,study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p24:target_t15_0:source_t3_0
1091,84;57;110;50;36;47;41;82,study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p21:target_t9_0:source_t18_0
1092,37;135;89;85;60;171;129;10,study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p03:target_t9_800:source_t1_0
1093,33;152;101;5;0;6;94;124,study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p23:target_t5_800:source_t6_0
1094,12;45;79;143;165;149;167;81,study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p21:target_t6_400:source_t16_1200
1095,168;2;120;1;119;160;59;91,study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p22:target_t1_400:source_t2_1200
1096,166;169;146;15;130;9;144;54,study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p19:target_t19_800:source_t12_400
1097,17;73;97;22;19;32;104;43,study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p19:target_t8_1200:source_t7_800
1098,75;76;145;116;131;63;128;65,study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p20:target_t9_1200:source_t21_400
1099,14;34;162;95;172;153;103;20,study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p03:target_t22_0:source_t7_1200
1100,170;159;109;134;93,study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p22:target_t1_1200:source_t3_400
1101,95;19;155;7;105;131;57;18,study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p03:target_t18_800:source_t7_400
1102,67;92;161;111;108;17;142;151,study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p24:target_t21_800:source_t10_0
1103,8;149;132;50;171;56;126;158,study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p25:target_t6_400:source_t1_1200
1104,125;62;15;45;107;22;144;164,study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p25:target_t7_1200:source_t8_400
1105,10;94;112;154;43;166;159;26,study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p03:target_t24_800:source_t12_0
1106,122;140;33;82;139;14;44;130,study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p23:target_t16_0:source_t9_800
1107,89;79;78;97;117;98;110;74,study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p20:target_t17_0:source_t4_800
1108,58;85;100;136;16;88;61;152,study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p24:target_t21_1200:source_t10_400
1109,13;141;66;65;3;36;5;4,study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p03:target_t6_0:source_t21_800
1110,86;6;31;168;84;23;46;129,study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p23:target_t8_1200:source_t9_400
1111,81;103;146;106;116;109;160;87,study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p21:target_t17_400:source_t0_800
1112,71;102;1;93;53;21;137;169,study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p25:target_t18_0:source_t9_800
1113,147;163;135;150;73;157;40;104,study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p22:target_t8_800:source_t9_0
1114,38;25;121;68;99;114;48;49,study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p19:target_t17_400:source_t11_0
1115,59;165;90;91;47;20;145;35,study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p19:target_t3_1200:source_t2_0
1116,77;39;80;123;133;52;54;70,study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p20:target_t16_0:source_t0_800
