successful_update,pair_indices,pair_keys
120,80;66;45;62;120;9;11;93,study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p24:target_t8_800:source_t2_0
121,27;24;141;4;42;43;21;59,study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p20:target_t3_1200:source_t19_800
122,81;145;13;118;94;110;75;67,study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p20:target_t10_400:source_t21_1200
123,15;124;125;87;121;17;97;61,study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p20:target_t6_400:source_t20_0
124,96;77;112;137;37;41;131;122,study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p25:target_t14_400:source_t8_1200
125,33;92;113;91;109;126;140;119,study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p25:target_t7_800:source_t8_0
126,1;52;133;55;104;32;127;63,study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p20:target_t9_400:source_t20_800
127,2;65;95;86;111;6;73;46,study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p19:target_t16_800:source_t9_400
128,143;23;60;34;40;114;30;76,study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p21:target_t3_0:source_t15_400
129,115;117;19;85;38;44;50;102,study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p24:target_t19_400:source_t6_0
130,123;57;25;0;108;10;134;48,study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p19:target_t17_0:source_t9_1200
131,12;16;56;69;105;39;83;74,study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p20:target_t17_0:source_t4_800
132,103;28;129;139;53;31;98;58,study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p20:target_t3_0:source_t19_400
133,128;82;78,study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p21:target_t3_800:source_t15_1200
134,143;131;38;108;63;132;79;47,study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p19:target_t16_1200:source_t9_800
135,91;39;117;85;95;16;19;62,study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p20:target_t9_0:source_t20_400
136,81;35;22;115;17;32;73;30,study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p03:target_t25_800:source_t13_0
137,8;5;9;124;82;137;83;133,study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p26:target_t5_0:source_t7_0
138,96;21;106;112;120;101;42;12,study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t10_0:source_t1_800
139,78;99;80;57;121;13;127;67,study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p20:target_t10_400:source_t21_1200
140,139;27;93;18;113;23;46;74,study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p20:target_t17_0:source_t4_800
141,119;114;56;4;70;111;71;28,study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p03:target_t25_0:source_t12_800
142,109;68;107;59;134;110;6;10,study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p03:target_t9_800:source_t1_0
143,3;142;86;118;90;20;77;44,study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p19:target_t16_0:source_t7_1200
144,92;76;26;33;61;1;0;69,study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p20:target_t10_1200:source_t0_400
145,94;2;37;87;136;103;40;36,study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p19:target_t6_0:source_t2_800
146,54;31;15;98;48;102;138;141,study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p27:target_t4_1200:source_t0_1200
147,123;130;45;135;88;128;66;24,study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p03:target_t24_0:source_t8_1200
148,55;122;105;25;29;58;126;129,study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p26:target_t2_0:source_t1_400
149,64;75;52;65;53;97;60;104,study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p24:target_t19_1200:source_t7_0
150,41;84;34;100;116;145;7;51,study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p19:target_t17_1200:source_t11_800
151,72;144;146;43;11;125;49;89,study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p21:target_t17_1200:source_t1_400
152,140;14;50,study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p19:target_t17_800:source_t11_400
153,65;83;62;59;69;4;26;61,study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p20:target_t6_400:source_t20_0
154,106;68;132;77;0;80;108;43,study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p19:target_t8_1200:source_t7_800
155,25;85;136;138;128;75;124;84,study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p21:target_t9_800:source_t18_800
156,13;3;99;139;81;54;33;66,study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p20:target_t10_0:source_t21_800
157,135;76;122;36;10;79;89;121,study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p25:target_t14_0:source_t8_800
158,7;45;115;15;109;53;104;98,study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p24:target_t15_400:source_t3_800
159,18;17;64;100;117;146;134;78,study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p21:target_t3_800:source_t15_1200
160,105;142;126;22;86;110;103;94,study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p24:target_t8_1200:source_t2_400
161,27;58;111;21;46;141;127;50,study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p19:target_t17_800:source_t11_400
162,55;91;41;12;129;90;24;116,study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p25:target_t6_1200:source_t5_400
163,114;30;52;35;120;5;20;34,study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p19:target_t3_800:source_t1_0
164,72;123;6;67;49;125;57;19,study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p03:target_t18_1200:source_t7_800
165,48;118;92;137;73;131;74;112,study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p24:target_t22_1200:source_t11_1200
166,1;102;70;9;28;16;87;60,study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p20:target_t6_0:source_t19_1200
167,113;95;51;133;82;37;143;23,study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p03:target_t22_1200:source_t8_800
168,144;38;8;88;14;2;32;107,study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p24:target_t21_800:source_t10_0
169,140;42;40;119;56;96;101;63,study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p20:target_t9_400:source_t20_800
170,71;11;130;31;93;39;44;145,study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p27:target_t21_1200:source_t2_0
171,29;97;47,study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p19:target_t16_1200:source_t9_800
172,134;95;105;46;45;24;3;44,study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p19:target_t16_0:source_t7_1200
173,36;37;77;125;5;113;73;146,study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p27:target_t22_400:source_t2_400
174,107;88;21;137;124;91;66;94,study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p24:target_t8_1200:source_t2_400
175,47;119;64;85;0;133;110;111,study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p24:target_t22_800:source_t11_400
176,70;135;22;116;90;86;55;10,study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p03:target_t9_800:source_t1_0
177,25;9;59;27;2;18;52;112,study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p24:target_t22_1200:source_t11_1200
178,93;30;19;102;106;74;100;20,study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p03:target_t22_0:source_t7_1200
179,84;87;14;58;69;42;121;78,study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p21:target_t3_800:source_t15_1200
180,130;141;104;51;31;60;65;117,study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p25:target_t7_0:source_t5_800
181,11;144;7;49;8;1;132;108,study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p24:target_t21_1200:source_t10_400
182,39;80;136;48;12;13;98;68,study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p20:target_t10_800:source_t0_0
183,43;41;38;34;139;81;79;54,study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p19:target_t19_800:source_t12_400
184,63;67;143;56;128;89;53;142,study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p27:target_t11_400:source_t1_0
185,103;131;114;115;71;29;15;99,study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p24:target_t15_800:source_t4_0
186,32;101;120;33;72;16;140;23,study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p03:target_t22_1200:source_t8_800
187,123;61;75;138;62;145;129;122,study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p25:target_t14_400:source_t8_1200
188,76;97;26;17;83;127;40;4,study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p03:target_t6_0:source_t21_800
