best_criterion,branch_commit,checkpoint_path,config,digest_match,fold,input_contract,model,output_contract,recorded_sha256,seed,sha256,source,status,training_job,v37t_binding
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260828/best_joint.pt,,1,1,frozen historical contract,pop_refine_det,clean or artifact as registered,054878cb2baa9bd2222ac0a09f03b9ace9670848085275baf521525d0aa45b25,20260828,054878cb2baa9bd2222ac0a09f03b9ace9670848085275baf521525d0aa45b25,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260829/best_joint.pt,,1,1,frozen historical contract,pop_refine_det,clean or artifact as registered,db7c71cbf1aee00a36b27114466c6bec12b95be64cebc338154139107c21384a,20260829,db7c71cbf1aee00a36b27114466c6bec12b95be64cebc338154139107c21384a,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_1/seed_20260830/best_joint.pt,,1,1,frozen historical contract,pop_refine_det,clean or artifact as registered,0af65028da18ca17dfbd05b2791fec32398b48df3f2c98dacf73d248e2e7be59,20260830,0af65028da18ca17dfbd05b2791fec32398b48df3f2c98dacf73d248e2e7be59,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260828/best_joint.pt,,1,2,frozen historical contract,pop_refine_det,clean or artifact as registered,1f2614ab34b598219d8a76d2e5b5075c03af37dd53beec5d7b5789b743515c7a,20260828,1f2614ab34b598219d8a76d2e5b5075c03af37dd53beec5d7b5789b743515c7a,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260829/best_joint.pt,,1,2,frozen historical contract,pop_refine_det,clean or artifact as registered,840bcc1fa41b61c074d3bd4493f3efffcd4af8a2f51d5316995b7bea0bb4ec4e,20260829,840bcc1fa41b61c074d3bd4493f3efffcd4af8a2f51d5316995b7bea0bb4ec4e,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_2/seed_20260830/best_joint.pt,,1,2,frozen historical contract,pop_refine_det,clean or artifact as registered,7c6c9ec6922e4c217325e8f8b8641996d312cf1ae0931fe123da119bfb5eb61b,20260830,7c6c9ec6922e4c217325e8f8b8641996d312cf1ae0931fe123da119bfb5eb61b,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260828/best_joint.pt,,1,3,frozen historical contract,pop_refine_det,clean or artifact as registered,5bc97d47ab5088eb3db9aeed810e55c428525e54fc0dc678aab73b9d7953033f,20260828,5bc97d47ab5088eb3db9aeed810e55c428525e54fc0dc678aab73b9d7953033f,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260829/best_joint.pt,,1,3,frozen historical contract,pop_refine_det,clean or artifact as registered,b728443f63a302f4cc433000deb8b2fffad9149c0c275814f9c4ebcef5772b47,20260829,b728443f63a302f4cc433000deb8b2fffad9149c0c275814f9c4ebcef5772b47,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_3/seed_20260830/best_joint.pt,,1,3,frozen historical contract,pop_refine_det,clean or artifact as registered,18f13da90a70cb0c4a344c92599cf434198f6e49194fe5d306b9c8de5f5d343f,20260830,18f13da90a70cb0c4a344c92599cf434198f6e49194fe5d306b9c8de5f5d343f,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260828/best_joint.pt,,1,4,frozen historical contract,pop_refine_det,clean or artifact as registered,e67aa28a744301d2d7fc62e82bc7c9680a641fc34a527934aeca394601f2d7b2,20260828,e67aa28a744301d2d7fc62e82bc7c9680a641fc34a527934aeca394601f2d7b2,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260829/best_joint.pt,,1,4,frozen historical contract,pop_refine_det,clean or artifact as registered,3b13e49b35bf28e9f4b7dbdf05602b47e87781e399aaaf86d50bb8ac7d65fd8e,20260829,3b13e49b35bf28e9f4b7dbdf05602b47e87781e399aaaf86d50bb8ac7d65fd8e,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_refine_det/fold_4/seed_20260830/best_joint.pt,,1,4,frozen historical contract,pop_refine_det,clean or artifact as registered,c8847372ee85276415443554d0a21ed9499316697cd30c0af31d765d310b4d4c,20260830,c8847372ee85276415443554d0a21ed9499316697cd30c0af31d765d310b4d4c,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260828/best_joint.pt,,1,0,frozen historical contract,pop_sdedit,clean or artifact as registered,c7180eade0051e0cae9c370ca81818048cbc181fdf68bbe4308f62f7ca1f4bee,20260828,c7180eade0051e0cae9c370ca81818048cbc181fdf68bbe4308f62f7ca1f4bee,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260829/best_joint.pt,,1,0,frozen historical contract,pop_sdedit,clean or artifact as registered,db461ba8b617b836728fbcf0975505edcf7ea45acab707a2e7f56a07d5b4336b,20260829,db461ba8b617b836728fbcf0975505edcf7ea45acab707a2e7f56a07d5b4336b,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_0/seed_20260830/best_joint.pt,,1,0,frozen historical contract,pop_sdedit,clean or artifact as registered,5b61f3fc2deeabbe74cf2f3b95a4b87c7c579d067279fb5b0ce4c7865b85095c,20260830,5b61f3fc2deeabbe74cf2f3b95a4b87c7c579d067279fb5b0ce4c7865b85095c,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260828/best_joint.pt,,1,1,frozen historical contract,pop_sdedit,clean or artifact as registered,7385deb88a25f3caa240c0fd38a7e3c9b0acb27a4986af7b8f84054d4660cc80,20260828,7385deb88a25f3caa240c0fd38a7e3c9b0acb27a4986af7b8f84054d4660cc80,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260829/best_joint.pt,,1,1,frozen historical contract,pop_sdedit,clean or artifact as registered,6943a1c67c1c458ce79c5cedaf3a35b482f1866944cd3de50f3fef14f238fced,20260829,6943a1c67c1c458ce79c5cedaf3a35b482f1866944cd3de50f3fef14f238fced,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_1/seed_20260830/best_joint.pt,,1,1,frozen historical contract,pop_sdedit,clean or artifact as registered,05a892fa963e024a8fbb60ca1822e2a5a980c5d7330974e7b5c8b460e18806b6,20260830,05a892fa963e024a8fbb60ca1822e2a5a980c5d7330974e7b5c8b460e18806b6,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260828/best_joint.pt,,1,2,frozen historical contract,pop_sdedit,clean or artifact as registered,d26b1f09a64f33d4566c377b04f9b8f25dd8024d395e682e4ce68c35fcb249f2,20260828,d26b1f09a64f33d4566c377b04f9b8f25dd8024d395e682e4ce68c35fcb249f2,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260829/best_joint.pt,,1,2,frozen historical contract,pop_sdedit,clean or artifact as registered,3d305e9749f5a3a9f5a951fd990ec26e04c0e166c7280677547f295bdb21d0f0,20260829,3d305e9749f5a3a9f5a951fd990ec26e04c0e166c7280677547f295bdb21d0f0,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_2/seed_20260830/best_joint.pt,,1,2,frozen historical contract,pop_sdedit,clean or artifact as registered,a4fc0827234c064554e8e86031ef65e9e7531f2a6094c25dfb3b9638aa824685,20260830,a4fc0827234c064554e8e86031ef65e9e7531f2a6094c25dfb3b9638aa824685,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260828/best_joint.pt,,1,3,frozen historical contract,pop_sdedit,clean or artifact as registered,728f637e0623314ce8eb97986fe8e2e46f87ce9903b2fe408ef4f1bf61117f59,20260828,728f637e0623314ce8eb97986fe8e2e46f87ce9903b2fe408ef4f1bf61117f59,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260829/best_joint.pt,,1,3,frozen historical contract,pop_sdedit,clean or artifact as registered,514ee9900a2b007db11b33f2e0a3526e6b8daac10c60e28523e834373b7f0a6e,20260829,514ee9900a2b007db11b33f2e0a3526e6b8daac10c60e28523e834373b7f0a6e,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_3/seed_20260830/best_joint.pt,,1,3,frozen historical contract,pop_sdedit,clean or artifact as registered,c257fdb960c77b1a6dceba3bef43cae38e08ce748aebd8a03b92110f886111ba,20260830,c257fdb960c77b1a6dceba3bef43cae38e08ce748aebd8a03b92110f886111ba,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260828/best_joint.pt,,1,4,frozen historical contract,pop_sdedit,clean or artifact as registered,03d8a5feba97f71c22032f79084d6b1b6483c2cd4aaa3f5a8549e96a35c6a7b7,20260828,03d8a5feba97f71c22032f79084d6b1b6483c2cd4aaa3f5a8549e96a35c6a7b7,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260829/best_joint.pt,,1,4,frozen historical contract,pop_sdedit,clean or artifact as registered,d127913350f12d5b6221aa1cc7e1751e78da9c68b666703f94145163e1371684,20260829,d127913350f12d5b6221aa1cc7e1751e78da9c68b666703f94145163e1371684,V26,available,,verified
joint,7af5a00714fb72eeb75bff0c3c1c4eeb1accea8c,/projects/EEG-foundation-model/derived/denoiseNet/calib_sdedit_v26/checkpoints/pop_sdedit/fold_4/seed_20260830/best_joint.pt,,1,4,frozen historical contract,pop_sdedit,clean or artifact as registered,b05e6e5e20f1df4750cbe08afdd4caf24d9b4a4fbd99d2d78412d116bffd9184,20260830,b05e6e5e20f1df4750cbe08afdd4caf24d9b4a4fbd99d2d78412d116bffd9184,V26,available,,verified
V22 last/EMA,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,/projects/EEG-foundation-model/derived/denoiseNet/scad_v22/checkpoints/scad_eegdus_unified/fold_0/seed_20260808.pt,architecture_reimplementation/eegdus_unified,not_registered_here,0,46-channel standardized contaminated EEG,EEGDFUS,artifact x0,,20260808,202cb1693efca5e66356fbc3ea2f7fe35b673d7a8b75eaf7649dbd1787ce4ae2,V22,available,V22 frozen,verified
V22 last/EMA,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,/projects/EEG-foundation-model/derived/denoiseNet/scad_v22/checkpoints/scad_eegdus_unified/fold_1/seed_20260808.pt,architecture_reimplementation/eegdus_unified,not_registered_here,1,46-channel standardized contaminated EEG,EEGDFUS,artifact x0,,20260808,9b3509c057b40faf527983ab9001b85c82e593d5f1e013194348c4900f802b84,V22,available,V22 frozen,verified
V22 last/EMA,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,/projects/EEG-foundation-model/derived/denoiseNet/scad_v22/checkpoints/scad_eegdus_unified/fold_2/seed_20260808.pt,architecture_reimplementation/eegdus_unified,not_registered_here,2,46-channel standardized contaminated EEG,EEGDFUS,artifact x0,,20260808,3d1231718b780650cda610ea2ac39f3f95b1f2bb9c72ca4608539b7aa0c5b229,V22,available,V22 frozen,verified
V22 last/EMA,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,/projects/EEG-foundation-model/derived/denoiseNet/scad_v22/checkpoints/scad_eegdus_unified/fold_3/seed_20260808.pt,architecture_reimplementation/eegdus_unified,not_registered_here,3,46-channel standardized contaminated EEG,EEGDFUS,artifact x0,,20260808,3ce76a35624987622c81b49b600e5930699fece13a3abc5c0f63b23546f07933,V22,available,V22 frozen,verified
V22 last/EMA,2c5b7bf4b5daf667f345ecb6e5f32495d494dfe1,/projects/EEG-foundation-model/derived/denoiseNet/scad_v22/checkpoints/scad_eegdus_unified/fold_4/seed_20260808.pt,architecture_reimplementation/eegdus_unified,not_registered_here,4,46-channel standardized contaminated EEG,EEGDFUS,artifact x0,,20260808,eb1f26a9b88c27794d8abb03d056720cdd5db4ce71c8a098d0a11d260450f856,V22,available,V22 frozen,verified
not applicable,40eae116e70e9de7fe0af55d64ee25551932c4a8,uses frozen V26 candidate,"lambda_a=1, final-only",1,all,V26 artifact + support projector/mask,EnergyDET/EnergySDEdit lambda_y=0.5,energy-refined artifact,,all,closed_form_no_checkpoint,V27,available,none,closed_form_or_historical
not applicable,40eae116e70e9de7fe0af55d64ee25551932c4a8,uses frozen V26 candidate,"lambda_a=1, final-only",1,all,V26 artifact + support projector/mask,EnergyDET/EnergySDEdit lambda_y=2,energy-refined artifact,,all,closed_form_no_checkpoint,V27,available,none,closed_form_or_historical
not applicable,40eae116e70e9de7fe0af55d64ee25551932c4a8,uses frozen V26 candidate,"lambda_a=1, final-only",1,all,V26 artifact + support projector/mask,EnergyDET/EnergySDEdit lambda_y=8,energy-refined artifact,,all,closed_form_no_checkpoint,V27,available,none,closed_form_or_historical
