successful_update,pair_indices,pair_keys
757,133;7;32;13;140;43;49;44,study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p19:target_t16_0:source_t7_1200
758,103;91;152;64;25;106;150;21,study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p03:target_t22_400:source_t8_0
759,131;31;60;155;29;108;46;148,study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p26:target_t5_1200:source_t7_1200
760,65;81;54;71;135;79;20,study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p03:target_t22_0:source_t7_1200
761,92;31;133;75;56;143;40;32,study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p19:target_t3_0:source_t0_800
762,13;62;8;14;116;66;38;16,study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p03:target_t18_0:source_t2_800
763,94;44;61;131;90;50;138;77,study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p22:target_t12_1200:source_t11_400
764,81;109;80;101;111;103;54;129,study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p25:target_t7_0:source_t5_800
765,154;158;93;144;152;141;2;146,study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p26:target_t5_400:source_t7_400
766,25;11;156;125;42;102;118;34,study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p19:target_t3_800:source_t1_0
767,145;26;119;124;28;153;87;4,study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p03:target_t6_0:source_t21_800
768,15;130;27;18;73;30;120;114,study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p24:target_t19_400:source_t6_0
769,150;108;59;48;99;78;24;127,study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p25:target_t6_800:source_t5_0
770,97;98;1;142;126;46;100;41,study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p19:target_t8_400:source_t7_0
771,71;136;140;132;52;58;63;36,study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p19:target_t6_0:source_t2_800
772,137;135;151;64;12;39;89;91,study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p23:target_t5_400:source_t3_1200
773,45;86;139;22;43;57;65;117,study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p24:target_t21_0:source_t7_800
774,95;47;107;79;121;17;96;51,study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p19:target_t17_1200:source_t11_800
775,128;68;53;29;115;0;7;123,study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p24:target_t22_800:source_t11_400
776,157;67;10;122;85;20;55;19,study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p03:target_t18_1200:source_t7_800
777,105;6;76;112;23;83;147;35,study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p19:target_t3_1200:source_t2_0
778,104;88;84;106;9;113;74;82,study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p23:target_t2_0:source_t0_800
779,155;5;134;49;21;149;69;37,study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p19:target_t6_400:source_t4_0
780,33;70;110;148;3;72;60,study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p22:target_t1_800:source_t3_0
781,49;3;141;60;88;4;107;20,study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p03:target_t22_0:source_t7_1200
782,94;89;118;58;23;144;101;85,study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p23:target_t2_1200:source_t1_400
783,14;126;53;84;67;45;70;153,study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p27:target_t4_1200:source_t0_1200
784,44;106;43;96;11;116;87;112,study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p24:target_t15_1200:source_t4_800
785,69;54;32;1;152;41;55;145,study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p26:target_t5_0:source_t7_0
786,36;114;95;57;120;26;71;72,study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p22:target_t8_800:source_t9_0
787,5;76;51;15;136;92;158;21,study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p03:target_t22_400:source_t8_0
788,150;34;100;61;123;18;66;46,study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p19:target_t16_800:source_t9_400
789,33;91;65;78;25;10;59;133,study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p25:target_t14_0:source_t8_800
790,52;104;138;63;156;132;0;80,study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p22:target_t13_800:source_t14_0
791,128;8;110;40;111;77;98;117,study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p24:target_t21_0:source_t7_800
792,86;151;139;130;56;125;105;50,study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p19:target_t17_800:source_t11_400
793,31;29;134;109;82;42;155;154,study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p27:target_t11_400:source_t1_0
794,64;35;73;149;30;148;74;22,study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p03:target_t22_800:source_t8_400
795,27;62;103;75;119;140;122;146,study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p26:target_t5_400:source_t7_400
796,48;13;47;6;24;137;147;108,study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p24:target_t9_1200:source_t2_1200
797,127;124;113;135;131;7;102;37,study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p19:target_t6_400:source_t4_0
798,28;83;157;19;93;143;12;68,study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p22:target_t7_800:source_t6_0
799,81;39;90;9;97;115;121;38,study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p19:target_t6_800:source_t4_400
800,99;79;2;17;16;142;129,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p25:target_t7_0:source_t5_800
801,71;137;8;51;147;52;126;128,study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p25:target_t6_1200:source_t5_400
802,99;29;50;130;119;43;101;134,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p25:target_t14_400:source_t8_1200
803,107;68;127;12;75;62;2;53,study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p19:target_t19_400:source_t12_0
804,27;22;84;59;47;109;82;135,study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p25:target_t14_800:source_t9_0
805,77;155;14;115;55;1;83;133,study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p25:target_t14_0:source_t8_800
806,114;7;141;88;26;57;66;0,study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p03:target_t3_0:source_t20_800
807,151;138;145;56;31;148;100;113,study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p24:target_t19_0:source_t4_1200
808,156;144;85;140;78;60;150;139,study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p25:target_t18_800:source_t11_0
809,157;41;11;28;54;124;61;154,study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p27:target_t11_400:source_t1_0
810,110;37;34;5;49;143;153;25,study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p03:target_t24_400:source_t11_0
811,20;112;15;4;142;58;122;81,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p22:target_t13_1200:source_t14_400
812,104;94;72;9;33;117;93;39,study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p19:target_t6_1200:source_t4_800
813,87;108;102;125;86;91;21;98,study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p23:target_t16_0:source_t9_800
814,158;70;74;40;111;16;36;69,study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p22:target_t7_1200:source_t6_400
815,64;97;65;67;106;131;30;17,study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p03:target_t18_400:source_t2_1200
816,90;10;32;146;136;105;118;79,study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p22:target_t13_400:source_t11_1200
817,80;95;46;89;24;38;92;42,study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p19:target_t8_800:source_t7_400
818,123;103;13;63;116;132;45;44,study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p19:target_t16_0:source_t7_1200
819,6;76;73;121;149;35;18;3,study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p03:target_t3_1200:source_t21_400
820,152;96;48;23;19;129;120,study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p24:target_t21_1200:source_t10_400
821,139;149;111;84;158;129;27;78,study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p22:target_t13_0:source_t11_800
822,13;117;73;68;89;90;38;81,study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p22:target_t13_1200:source_t14_400
823,131;70;127;20;120;91;87;106,study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p24:target_t8_1200:source_t2_400
824,152;80;64;52;62;57;58;32,study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p19:target_t3_0:source_t0_800
