successful_update,pair_indices,pair_keys
470,313;294;735;179;378;451;753;52,study05/study05_p41:target_t21_0:source_t5_1024;study05/study05_p41:target_t16_512:source_t0_1536;study05/study05_p50:target_t25_1024:source_t6_1024;study05/study05_p24:target_t21_512:source_t7_512;study05/study05_p43:target_t22_0:source_t4_0;study05/study05_p44:target_t18_1536:source_t13_512;study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p06:target_t30_512:source_t13_1536
471,555;743;253;727;198;512;9;576,study05/study05_p45:target_t27_1536:source_t11_0;study05/study05_p50:target_t28_0:source_t8_1024;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p50:target_t22_512:source_t4_1024;study05/study05_p24:target_t27_1024:source_t13_1024;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p45:target_t34_0:source_t0_1024
472,307;595;547;171;382;6;183;598,study05/study05_p41:target_t19_1024:source_t4_0;study05/study05_p46:target_t20_0:source_t16_1536;study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p10:target_t38_0:source_t5_1024;study05/study05_p43:target_t23_0:source_t5_0;study05/study05_p06:target_t18_1024:source_t2_0;study05/study05_p24:target_t23_512:source_t8_512;study05/study05_p46:target_t20_1536:source_t17_1024
473,542;97;224;238;351;626;483;746,study05/study05_p45:target_t24_1024:source_t7_1024;study05/study05_p10:target_t19_1024:source_t3_0;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p40:target_t22_1536:source_t5_0;study05/study05_p41:target_t30_1024:source_t1_0;study05/study05_p46:target_t27_1536:source_t6_1024;study05/study05_p44:target_t26_1536:source_t7_0;study05/study05_p50:target_t28_1536:source_t9_512
474,751;569;320;157;59;362;664;369,study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p41:target_t22_1536:source_t7_512;study05/study05_p10:target_t34_1024:source_t2_0;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p41:target_t33_1024:source_t3_1536;study05/study05_p46:target_t37_1536:source_t16_1536;study05/study05_p43:target_t19_512:source_t1_1536
475,284;529;604;75;441;312;597;103,study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p46:target_t22_512:source_t1_0;study05/study05_p06:target_t36_0:source_t2_1024;study05/study05_p44:target_t16_512:source_t9_512;study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p46:target_t20_1024:source_t17_512;study05/study05_p10:target_t21_0:source_t4_1024
476,367;579;241;644;521;309;628;632,study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p45:target_t34_1536:source_t1_512;study05/study05_p40:target_t23_1024:source_t5_1536;study05/study05_p46:target_t32_1536:source_t11_0;study05/study05_p45:target_t17_512:source_t2_512;study05/study05_p41:target_t20_0:source_t4_1024;study05/study05_p46:target_t28_1536:source_t7_0;study05/study05_p46:target_t29_1536:source_t8_0
477,435;380;761;653;497;130;121;123,study05/study05_p43:target_t38_1536:source_t4_1536;study05/study05_p43:target_t22_1024:source_t4_1024;study05/study05_p50:target_t34_0:source_t13_0;study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p44:target_t30_512:source_t11_512;study05/study05_p10:target_t27_1536:source_t11_1536;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p10:target_t26_0:source_t9_1536
478,541;701;587;149;190;505;461;501,study05/study05_p45:target_t23_1536:source_t7_512;study05/study05_p49:target_t22_1536:source_t5_1024;study05/study05_p46:target_t18_0:source_t14_1536;study05/study05_p10:target_t32_1024:source_t0_0;study05/study05_p24:target_t25_1024:source_t10_0;study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p44:target_t31_512:source_t12_1536
479,726;338;181;692;645;621;30;583,study05/study05_p50:target_t22_0:source_t4_512;study05/study05_p41:target_t27_512:source_t11_1536;study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p49:target_t19_512:source_t3_512;study05/study05_p46:target_t33_0:source_t11_512;study05/study05_p46:target_t26_1024:source_t5_512;study05/study05_p06:target_t24_1024:source_t8_0;study05/study05_p45:target_t35_1536:source_t2_512
480,28;226;11;740;63;520;641;42,study05/study05_p06:target_t24_0:source_t7_1024;study05/study05_p40:target_t19_1024:source_t2_0;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p50:target_t27_512:source_t7_1536;study05/study05_p06:target_t33_0:source_t16_1024;study05/study05_p45:target_t17_0:source_t2_0;study05/study05_p46:target_t32_0:source_t10_512;study05/study05_p06:target_t27_1024:source_t11_0
481,665;433;399;183;692;360;145;251,study05/study05_p46:target_t38_0:source_t17_0;study05/study05_p43:target_t38_512:source_t4_512;study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p24:target_t23_512:source_t8_512;study05/study05_p49:target_t19_512:source_t3_512;study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p10:target_t31_1024:source_t16_0;study05/study05_p40:target_t26_512:source_t8_512
482,287;88;120;152;461;649;332;652,study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p10:target_t17_512:source_t0_1536;study05/study05_p10:target_t25_512:source_t9_0;study05/study05_p10:target_t33_512:source_t0_1536;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p46:target_t34_0:source_t12_1536;study05/study05_p41:target_t25_1536:source_t10_512;study05/study05_p46:target_t34_1536:source_t13_1024
483,101;568;216;280;635;161;240;132,study05/study05_p10:target_t20_1024:source_t4_0;study05/study05_p45:target_t31_1536:source_t15_512;study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p40:target_t33_1536:source_t16_1536;study05/study05_p46:target_t30_1024:source_t8_1536;study05/study05_p10:target_t35_1024:source_t3_0;study05/study05_p40:target_t23_512:source_t5_1024;study05/study05_p10:target_t28_512:source_t12_1024
484,264;497;205;753;729;201;111;359,study05/study05_p40:target_t29_1024:source_t11_1536;study05/study05_p44:target_t30_512:source_t11_512;study05/study05_p24:target_t29_512:source_t16_0;study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p50:target_t23_512:source_t5_0;study05/study05_p24:target_t28_512:source_t14_1536;study05/study05_p10:target_t23_0:source_t6_1024;study05/study05_p41:target_t32_1536:source_t3_0
485,398;228;14;11;748;315;512;375,study05/study05_p43:target_t27_1024:source_t9_0;study05/study05_p40:target_t20_0:source_t2_1024;study05/study05_p06:target_t20_1024:source_t4_0;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p50:target_t29_512:source_t9_1536;study05/study05_p41:target_t21_1024:source_t6_0;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p43:target_t20_1536:source_t3_512
486,28;196;269;68;368;677;365;556,study05/study05_p06:target_t24_0:source_t7_1024;study05/study05_p24:target_t27_0:source_t13_0;study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p43:target_t19_0:source_t1_1024;study05/study05_p49:target_t13_1024:source_t10_1024;study05/study05_p43:target_t18_512:source_t0_1536;study05/study05_p45:target_t28_1536:source_t11_512
487,12;491;169;604;184;600;321;115,study05/study05_p06:target_t20_0:source_t3_1024;study05/study05_p44:target_t28_1536:source_t9_0;study05/study05_p10:target_t37_1024:source_t5_0;study05/study05_p46:target_t22_512:source_t1_0;study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p46:target_t21_512:source_t0_0;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p10:target_t24_0:source_t7_1024
488,349;165;637;716;94;314;594;125,study05/study05_p41:target_t30_0:source_t0_1024;study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p46:target_t31_0:source_t9_512;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p10:target_t18_1536:source_t2_512;study05/study05_p41:target_t21_512:source_t5_1536;study05/study05_p46:target_t19_1536:source_t16_1024;study05/study05_p10:target_t26_1024:source_t10_512
489,630;224;352;734;717;207;583;167,study05/study05_p46:target_t29_512:source_t7_1024;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p41:target_t30_1536:source_t1_512;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p24:target_t29_1536:source_t16_1024;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p10:target_t37_0:source_t4_1024
490,529;376;242;320;762;182;140;330,study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p43:target_t21_1024:source_t3_1024;study05/study05_p40:target_t23_1536:source_t6_0;study05/study05_p41:target_t22_1536:source_t7_512;study05/study05_p50:target_t34_512:source_t13_512;study05/study05_p24:target_t23_0:source_t8_0;study05/study05_p10:target_t30_512:source_t14_1024;study05/study05_p41:target_t25_512:source_t9_1536
491,110;37;151;501;754;345;522;521,study05/study05_p10:target_t22_1536:source_t6_512;study05/study05_p06:target_t26_512:source_t9_1536;study05/study05_p10:target_t33_0:source_t0_1024;study05/study05_p44:target_t31_512:source_t12_1536;study05/study05_p50:target_t31_512:source_t11_512;study05/study05_p41:target_t29_0:source_t15_1024;study05/study05_p45:target_t18_0:source_t2_1024;study05/study05_p45:target_t17_512:source_t2_512
492,90;609;35;291;462;709;755;597,study05/study05_p10:target_t17_1536:source_t1_512;study05/study05_p46:target_t23_1024:source_t2_512;study05/study05_p06:target_t25_1536:source_t9_512;study05/study05_p40:target_t36_1024:source_t1_1024;study05/study05_p44:target_t21_1024:source_t1_1536;study05/study05_p49:target_t26_0:source_t8_1536;study05/study05_p50:target_t31_1536:source_t11_1024;study05/study05_p46:target_t20_1024:source_t17_512
493,653;406;306;478;725;257;584;476,study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p43:target_t30_512:source_t11_0;study05/study05_p41:target_t19_512:source_t3_1536;study05/study05_p44:target_t25_1024:source_t5_1536;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p44:target_t25_0:source_t5_512
494,159;29;381;22;545;736;765;700,study05/study05_p10:target_t35_0:source_t2_1024;study05/study05_p06:target_t24_512:source_t7_1536;study05/study05_p43:target_t22_1536:source_t4_1536;study05/study05_p06:target_t22_1024:source_t6_0;study05/study05_p45:target_t25_512:source_t8_1024;study05/study05_p50:target_t25_1536:source_t6_1536;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p49:target_t21_1536:source_t5_512
495,542;40;487;671;760;355;174;523,study05/study05_p45:target_t24_1024:source_t7_1024;study05/study05_p06:target_t27_0:source_t10_1024;study05/study05_p44:target_t27_1536:source_t8_0;study05/study05_p49:target_t12_0:source_t9_0;study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p41:target_t31_1024:source_t2_0;study05/study05_p10:target_t38_1536:source_t6_512;study05/study05_p45:target_t18_512:source_t2_1536
496,59;378;454;36;741;62;739;675,study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p43:target_t22_0:source_t4_0;study05/study05_p44:target_t19_1024:source_t14_1536;study05/study05_p06:target_t26_0:source_t9_1024;study05/study05_p50:target_t27_1024:source_t8_0;study05/study05_p06:target_t32_1536:source_t16_512;study05/study05_p50:target_t27_0:source_t7_1024;study05/study05_p49:target_t13_0:source_t10_0
497,103;633;650;473;713;243;20;475,study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p46:target_t34_512:source_t13_0;study05/study05_p44:target_t24_512:source_t4_1024;study05/study05_p50:target_t17_0:source_t1_0;study05/study05_p40:target_t24_0:source_t6_512;study05/study05_p06:target_t22_0:source_t5_1024;study05/study05_p44:target_t24_1536:source_t5_0
498,486;390;78;582;26;673;567;401,study05/study05_p44:target_t27_1024:source_t7_1536;study05/study05_p43:target_t25_1024:source_t7_0;study05/study05_p06:target_t36_1536:source_t3_512;study05/study05_p45:target_t35_1024:source_t2_0;study05/study05_p06:target_t23_1024:source_t7_0;study05/study05_p49:target_t12_1024:source_t9_1024;study05/study05_p45:target_t31_1024:source_t14_1536;study05/study05_p43:target_t28_1536:source_t9_1536
499,432;185;319;303;129;316;141;437,study05/study05_p43:target_t38_0:source_t4_0;study05/study05_p24:target_t24_0:source_t8_1536;study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p41:target_t18_1024:source_t3_0;study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p41:target_t21_1536:source_t6_512;study05/study05_p10:target_t30_1024:source_t15_0;study05/study05_p44:target_t15_512:source_t8_512
500,271;484;282;261;751;241;658;655,study05/study05_p40:target_t31_1024:source_t14_1024;study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p40:target_t34_512:source_t17_512;study05/study05_p40:target_t28_1536:source_t11_0;study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p40:target_t23_1024:source_t5_1536;study05/study05_p46:target_t36_512:source_t15_512;study05/study05_p46:target_t35_1024:source_t14_1024
501,270;737;104;172;259;186;106;143,study05/study05_p40:target_t31_512:source_t14_512;study05/study05_p50:target_t26_1024:source_t7_0;study05/study05_p10:target_t21_512:source_t4_1536;study05/study05_p10:target_t38_512:source_t5_1536;study05/study05_p40:target_t28_512:source_t10_1024;study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p10:target_t21_1536:source_t5_512;study05/study05_p10:target_t31_0:source_t15_1024
502,53;682;403;745;389;689;189;458,study05/study05_p06:target_t30_1024:source_t14_0;study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p50:target_t28_1024:source_t9_0;study05/study05_p43:target_t25_512:source_t6_1536;study05/study05_p49:target_t18_512:source_t2_1024;study05/study05_p24:target_t25_512:source_t9_1536;study05/study05_p44:target_t20_1024:source_t0_1536
503,518;726;234;127;121;194;178;527,study05/study05_p44:target_t35_1024:source_t3_0;study05/study05_p50:target_t22_0:source_t4_512;study05/study05_p40:target_t21_1536:source_t4_0;study05/study05_p10:target_t27_0:source_t10_1536;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p24:target_t26_1024:source_t11_1536;study05/study05_p24:target_t21_0:source_t7_0;study05/study05_p45:target_t19_512:source_t3_1536
504,666;84;331;470;743;757;431;256,study05/study05_p46:target_t38_512:source_t17_512;study05/study05_p06:target_t38_512:source_t4_1536;study05/study05_p41:target_t25_1024:source_t10_0;study05/study05_p44:target_t23_1024:source_t3_1536;study05/study05_p50:target_t28_0:source_t8_1024;study05/study05_p50:target_t32_512:source_t12_0;study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p40:target_t27_1024:source_t9_1536
505,188;102;694;39;662;561;158;648,study05/study05_p24:target_t24_1536:source_t9_1024;study05/study05_p10:target_t20_1536:source_t4_512;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p06:target_t26_1536:source_t10_512;study05/study05_p46:target_t37_512:source_t16_512;study05/study05_p45:target_t30_0:source_t13_0;study05/study05_p10:target_t34_1536:source_t2_512;study05/study05_p46:target_t33_1536:source_t12_1024
506,206;61;346;759;703;200;56;154,study05/study05_p24:target_t29_1024:source_t16_512;study05/study05_p06:target_t32_1024:source_t16_0;study05/study05_p41:target_t29_512:source_t15_1536;study05/study05_p50:target_t33_1024:source_t12_1024;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p24:target_t28_0:source_t14_512;study05/study05_p06:target_t31_512:source_t14_1536;study05/study05_p10:target_t33_1536:source_t1_512
507,133;208;148;607;509;404;339;659,study05/study05_p10:target_t28_1024:source_t12_1536;study05/study05_p24:target_t30_0:source_t16_1536;study05/study05_p10:target_t32_512:source_t16_1536;study05/study05_p46:target_t23_0:source_t1_1536;study05/study05_p44:target_t33_512:source_t0_1536;study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p41:target_t27_1024:source_t12_1024;study05/study05_p46:target_t36_1024:source_t15_1024
508,279;313;137;438;337;485;532;483,study05/study05_p40:target_t33_1024:source_t16_1024;study05/study05_p41:target_t21_0:source_t5_1024;study05/study05_p10:target_t29_1024:source_t13_1536;study05/study05_p44:target_t15_1024:source_t8_1024;study05/study05_p41:target_t27_0:source_t11_1024;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p45:target_t20_1536:source_t5_0;study05/study05_p44:target_t26_1536:source_t7_0
509,333;480;444;592;581;354;578;33,study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p44:target_t17_0:source_t10_1024;study05/study05_p46:target_t19_512:source_t16_0;study05/study05_p45:target_t35_512:source_t1_1536;study05/study05_p41:target_t31_512:source_t1_1536;study05/study05_p45:target_t34_1024:source_t1_0;study05/study05_p06:target_t25_512:source_t8_1536
510,623;126;560;426;50;379;534;602,study05/study05_p46:target_t27_0:source_t5_1536;study05/study05_p10:target_t26_1536:source_t10_1024;study05/study05_p45:target_t29_1536:source_t12_1536;study05/study05_p43:target_t36_512:source_t2_1024;study05/study05_p06:target_t29_1536:source_t13_512;study05/study05_p43:target_t22_512:source_t4_512;study05/study05_p45:target_t21_512:source_t5_1024;study05/study05_p46:target_t21_1536:source_t0_1024
511,73;131;310;752;136;392;305;15,study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p10:target_t28_0:source_t12_512;study05/study05_p41:target_t20_512:source_t4_1536;study05/study05_p50:target_t30_512:source_t10_1536;study05/study05_p10:target_t29_512:source_t13_1024;study05/study05_p43:target_t26_0:source_t7_1024;study05/study05_p41:target_t19_0:source_t3_1024;study05/study05_p06:target_t20_1536:source_t4_512
512,605;632;160;43;416;198;595;294,study05/study05_p46:target_t22_1024:source_t1_512;study05/study05_p46:target_t29_1536:source_t8_0;study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p06:target_t27_1536:source_t11_512;study05/study05_p43:target_t32_1536:source_t0_0;study05/study05_p24:target_t27_1024:source_t13_1024;study05/study05_p46:target_t20_0:source_t16_1536;study05/study05_p41:target_t16_512:source_t0_1536
513,641;149;651;672;541;410;3;588,study05/study05_p46:target_t32_0:source_t10_512;study05/study05_p10:target_t32_1024:source_t0_0;study05/study05_p46:target_t34_1024:source_t13_512;study05/study05_p49:target_t12_512:source_t9_512;study05/study05_p45:target_t23_1536:source_t7_512;study05/study05_p43:target_t31_512:source_t12_1536;study05/study05_p06:target_t17_1536:source_t1_512;study05/study05_p46:target_t18_512:source_t15_0
514,51;237;350;70;591;362;311;97,study05/study05_p06:target_t30_0:source_t13_1024;study05/study05_p40:target_t22_1024:source_t4_1536;study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p46:target_t19_0:source_t15_1536;study05/study05_p41:target_t33_1024:source_t3_1536;study05/study05_p41:target_t20_1024:source_t5_0;study05/study05_p10:target_t19_1024:source_t3_0
515,48;118;611;298;170;323;297;262,study05/study05_p06:target_t29_512:source_t12_1024;study05/study05_p10:target_t24_1536:source_t8_512;study05/study05_p46:target_t24_0:source_t2_1536;study05/study05_p41:target_t17_512:source_t1_1536;study05/study05_p10:target_t37_1536:source_t5_512;study05/study05_p41:target_t23_1024:source_t8_0;study05/study05_p41:target_t17_0:source_t1_1024;study05/study05_p40:target_t29_0:source_t11_512
516,130;357;25;721;223;608;661;394,study05/study05_p10:target_t27_1536:source_t11_1536;study05/study05_p41:target_t32_512:source_t2_1024;study05/study05_p06:target_t23_512:source_t6_1536;study05/study05_p50:target_t20_1024:source_t3_0;study05/study05_p40:target_t18_1536:source_t1_512;study05/study05_p46:target_t23_512:source_t2_0;study05/study05_p46:target_t37_0:source_t16_0;study05/study05_p43:target_t26_1024:source_t8_0
517,479;599;55;711;226;746;124;424,study05/study05_p44:target_t25_1536:source_t6_0;study05/study05_p46:target_t21_0:source_t17_1536;study05/study05_p06:target_t31_0:source_t14_1024;study05/study05_p50:target_t16_0:source_t0_1024;study05/study05_p40:target_t19_1024:source_t2_0;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p10:target_t26_512:source_t10_0;study05/study05_p43:target_t35_512:source_t2_0
518,460;134;8;343;644;219;537;302,study05/study05_p44:target_t21_0:source_t1_512;study05/study05_p10:target_t28_1536:source_t13_0;study05/study05_p06:target_t19_0:source_t2_1024;study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p46:target_t32_1536:source_t11_0;study05/study05_p24:target_t32_1536:source_t2_1024;study05/study05_p45:target_t22_1536:source_t6_512;study05/study05_p41:target_t18_512:source_t2_1536
519,74;380;153;756;356;347;407;621,study05/study05_p06:target_t35_1536:source_t2_512;study05/study05_p43:target_t22_1024:source_t4_1024;study05/study05_p10:target_t33_1024:source_t1_0;study05/study05_p50:target_t32_0:source_t11_1536;study05/study05_p41:target_t31_1536:source_t2_512;study05/study05_p41:target_t29_1024:source_t0_0;study05/study05_p43:target_t30_1024:source_t11_512;study05/study05_p46:target_t26_1024:source_t5_512
520,435;253;744;4;30;83;351;260,study05/study05_p43:target_t38_1536:source_t4_1536;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p50:target_t28_512:source_t8_1536;study05/study05_p06:target_t18_0:source_t1_1024;study05/study05_p06:target_t24_1024:source_t8_0;study05/study05_p06:target_t38_0:source_t4_1024;study05/study05_p41:target_t30_1024:source_t1_0;study05/study05_p40:target_t28_1024:source_t10_1536
521,377;334;41;615;636;680;336;232,study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p46:target_t25_0:source_t3_1536;study05/study05_p46:target_t30_1536:source_t9_0;study05/study05_p49:target_t14_1024:source_t0_512;study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p40:target_t21_512:source_t3_1024
522,714;766;732;286;44;575;686;450,study05/study05_p50:target_t17_1536:source_t1_512;study05/study05_p50:target_t35_1024:source_t14_512;study05/study05_p50:target_t24_1024:source_t5_1536;study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p06:target_t28_512:source_t11_1024;study05/study05_p45:target_t33_1536:source_t0_512;study05/study05_p49:target_t16_0:source_t1_1536;study05/study05_p44:target_t18_1024:source_t12_1536
523,175;173;370;507;429;543;569;150,study05/study05_p24:target_t17_0:source_t6_512;study05/study05_p10:target_t38_1024:source_t6_0;study05/study05_p43:target_t19_1024:source_t2_0;study05/study05_p44:target_t32_1536:source_t0_512;study05/study05_p43:target_t37_512:source_t3_512;study05/study05_p45:target_t24_1536:source_t8_0;study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p10:target_t32_1536:source_t0_512
524,558;144;515;244;402;238;688;420,study05/study05_p45:target_t29_512:source_t12_0;study05/study05_p10:target_t31_512:source_t15_1536;study05/study05_p44:target_t34_1536:source_t2_512;study05/study05_p40:target_t24_512:source_t6_1024;study05/study05_p43:target_t29_0:source_t10_0;study05/study05_p40:target_t22_1536:source_t5_0;study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p43:target_t34_512:source_t1_0
525,728;292;71;620;58;164;425;533,study05/study05_p50:target_t23_0:source_t4_1536;study05/study05_p40:target_t36_1536:source_t1_1536;study05/study05_p06:target_t35_0:source_t1_1024;study05/study05_p46:target_t26_512:source_t5_0;study05/study05_p06:target_t31_1536:source_t15_512;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p43:target_t36_0:source_t2_512;study05/study05_p45:target_t21_0:source_t5_512
526,69;142;516;7;1;731;348;289,study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p10:target_t30_1536:source_t15_512;study05/study05_p44:target_t35_0:source_t2_1024;study05/study05_p06:target_t18_1536:source_t2_512;study05/study05_p06:target_t17_512:source_t0_1536;study05/study05_p50:target_t23_1536:source_t5_1024;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p40:target_t36_0:source_t1_0
527,113;735;417;549;758;531;414;495,study05/study05_p10:target_t23_1024:source_t7_0;study05/study05_p50:target_t25_1024:source_t6_1024;study05/study05_p43:target_t33_0:source_t0_512;study05/study05_p45:target_t26_512:source_t9_1024;study05/study05_p50:target_t32_1536:source_t12_512;study05/study05_p45:target_t20_512:source_t4_1536;study05/study05_p43:target_t32_512:source_t15_0;study05/study05_p44:target_t29_1536:source_t10_1024
528,660;436;750;439;679;18;585;654,study05/study05_p46:target_t36_1536:source_t15_1536;study05/study05_p44:target_t15_0:source_t8_0;study05/study05_p50:target_t29_1536:source_t10_512;study05/study05_p44:target_t15_1536:source_t8_1536;study05/study05_p49:target_t14_512:source_t0_0;study05/study05_p06:target_t21_1024:source_t5_0;study05/study05_p45:target_t36_1024:source_t2_1536;study05/study05_p46:target_t35_512:source_t14_512
529,367;639;442;749;374;176;38;60,study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p46:target_t31_1024:source_t9_1536;study05/study05_p44:target_t16_1024:source_t9_1024;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p43:target_t20_1024:source_t3_0;study05/study05_p24:target_t17_512:source_t6_1024;study05/study05_p06:target_t26_1024:source_t10_0;study05/study05_p06:target_t32_512:source_t15_1536
530,547;447;312;446;283;526;75;209,study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p44:target_t17_1536:source_t11_1024;study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p44:target_t17_1024:source_t11_512;study05/study05_p40:target_t34_1024:source_t17_1024;study05/study05_p45:target_t19_0:source_t3_1024;study05/study05_p06:target_t36_0:source_t2_1024;study05/study05_p24:target_t30_512:source_t0_0
531,687;471;593;712;81;236;747;89,study05/study05_p49:target_t16_512:source_t2_0;study05/study05_p44:target_t23_1536:source_t4_0;study05/study05_p46:target_t19_1024:source_t16_512;study05/study05_p50:target_t16_1536:source_t0_1536;study05/study05_p06:target_t37_1024:source_t4_0;study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p10:target_t17_1024:source_t1_0
532,440;427;451;112;91;221;430;13,study05/study05_p44:target_t16_0:source_t9_0;study05/study05_p43:target_t36_1024:source_t2_1536;study05/study05_p44:target_t18_1536:source_t13_512;study05/study05_p10:target_t23_512:source_t6_1536;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p40:target_t18_512:source_t0_1536;study05/study05_p43:target_t37_1024:source_t3_1024;study05/study05_p06:target_t20_512:source_t3_1536
533,52;574;342;557;477;614;45;231,study05/study05_p06:target_t30_512:source_t13_1536;study05/study05_p45:target_t33_1024:source_t0_0;study05/study05_p41:target_t28_512:source_t14_0;study05/study05_p45:target_t29_0:source_t11_1536;study05/study05_p44:target_t25_512:source_t5_1024;study05/study05_p46:target_t24_1536:source_t3_1024;study05/study05_p06:target_t28_1024:source_t11_1536;study05/study05_p40:target_t21_0:source_t3_512
534,463;554;412;530;663;222;763;181,study05/study05_p44:target_t21_1536:source_t2_0;study05/study05_p45:target_t27_1024:source_t10_1536;study05/study05_p43:target_t31_1536:source_t13_512;study05/study05_p45:target_t20_0:source_t4_1024;study05/study05_p46:target_t37_1024:source_t16_1024;study05/study05_p40:target_t18_1024:source_t1_0;study05/study05_p50:target_t34_1024:source_t13_1024;study05/study05_p24:target_t22_1536:source_t7_1536
535,706;255;740;674;76;496;719;520,study05/study05_p49:target_t24_512:source_t7_1024;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p50:target_t27_512:source_t7_1536;study05/study05_p49:target_t12_1536:source_t9_1536;study05/study05_p06:target_t36_512:source_t2_1536;study05/study05_p44:target_t30_0:source_t11_0;study05/study05_p50:target_t19_1024:source_t2_1024;study05/study05_p45:target_t17_0:source_t2_0
