successful_update,pair_indices,pair_keys
1008,176;39;156;230;10;161;38;158,study02/study02_p15:target_t22_400:source_t12_800;study02/study02_p03:target_t12_400:source_t4_1200;study02/study02_p15:target_t3_800:source_t0_800;study02/study02_p17:target_t23_400:source_t2_800;study02/study02_p02:target_t12_800:source_t9_0;study02/study02_p15:target_t9_0:source_t1_1200;study02/study02_p03:target_t12_0:source_t4_800;study02/study02_p15:target_t7_0:source_t1_0
1009,24;232;116;148;23;136;76;139,study02/study02_p03:target_t3_400:source_t23_400;study02/study02_p18:target_t0_400:source_t9_1200;study02/study02_p12:target_t9_1200:source_t3_1200;study02/study02_p14:target_t10_800:source_t11_400;study02/study02_p03:target_t3_0:source_t23_0;study02/study02_p13:target_t13_800:source_t12_1200;study02/study02_p10:target_t3_800:source_t17_400;study02/study02_p14:target_t1_800:source_t2_0
1010,98;202;160;8;204;133;30;14,study02/study02_p11:target_t11_1200:source_t2_800;study02/study02_p16:target_t23_1200:source_t14_400;study02/study02_p15:target_t7_1200:source_t1_800;study02/study02_p02:target_t12_0:source_t6_800;study02/study02_p17:target_t0_400:source_t14_1200;study02/study02_p13:target_t11_0:source_t12_0;study02/study02_p03:target_t7_0:source_t24_1200;study02/study02_p02:target_t14_1200:source_t11_0
1011,89;193;207;210;222;33;65;171,study02/study02_p11:target_t1_400:source_t20_400;study02/study02_p16:target_t18_0:source_t8_0;study02/study02_p17:target_t5_1200:source_t15_800;study02/study02_p17:target_t7_800:source_t19_800;study02/study02_p17:target_t18_0:source_t24_800;study02/study02_p03:target_t7_1200:source_t2_400;study02/study02_p06:target_t11_400:source_t17_0;study02/study02_p15:target_t16_400:source_t6_400
1012,45;111;109;106;6;203;140;90,study02/study02_p03:target_t15_800:source_t9_400;study02/study02_p12:target_t6_800:source_t1_800;study02/study02_p12:target_t2_1200:source_t0_800;study02/study02_p11:target_t22_400:source_t4_1200;study02/study02_p02:target_t10_800:source_t6_0;study02/study02_p17:target_t0_0:source_t14_800;study02/study02_p14:target_t4_400:source_t2_800;study02/study02_p11:target_t1_800:source_t20_800
1013,234;108;149;110;237;95;9;67,study02/study02_p18:target_t6_0:source_t11_400;study02/study02_p12:target_t2_800:source_t0_400;study02/study02_p14:target_t12_0:source_t13_0;study02/study02_p12:target_t6_0:source_t1_400;study02/study02_p18:target_t10_400:source_t12_0;study02/study02_p11:target_t8_1200:source_t0_1200;study02/study02_p02:target_t12_400:source_t6_1200;study02/study02_p06:target_t15_0:source_t17_800
1014,152;240;71;221;135;220;236;242,study02/study02_p14:target_t15_800:source_t13_1200;study02/study02_p18:target_t16_800:source_t12_1200;study02/study02_p10:target_t2_0:source_t13_800;study02/study02_p17:target_t16_1200:source_t24_400;study02/study02_p13:target_t11_800:source_t12_800;study02/study02_p17:target_t16_800:source_t24_0;study02/study02_p18:target_t10_0:source_t11_1200;study02/study02_p18:target_t20_0:source_t13_400
1015,28;181;162;167;229;63;69;102,study02/study02_p03:target_t5_800:source_t24_400;study02/study02_p16:target_t4_0:source_t2_1200;study02/study02_p15:target_t9_400:source_t4_0;study02/study02_p15:target_t14_0:source_t5_400;study02/study02_p17:target_t23_0:source_t2_400;study02/study02_p06:target_t8_800:source_t14_800;study02/study02_p06:target_t15_1200:source_t18_800;study02/study02_p11:target_t21_400:source_t3_1200
1016,101;132;85;231;68;131;87;223,study02/study02_p11:target_t21_0:source_t3_800;study02/study02_p13:target_t10_800:source_t9_1200;study02/study02_p10:target_t19_400:source_t21_0;study02/study02_p17:target_t23_800:source_t2_1200;study02/study02_p06:target_t15_400:source_t17_1200;study02/study02_p13:target_t8_1200:source_t9_800;study02/study02_p10:target_t19_1200:source_t21_800;study02/study02_p17:target_t18_400:source_t24_1200
1017,168;243;51;83;61;175;49;22,study02/study02_p15:target_t14_400:source_t5_800;study02/study02_p18:target_t20_800:source_t13_800;study02/study02_p06:target_t3_0:source_t9_800;study02/study02_p10:target_t14_800:source_t20_400;study02/study02_p06:target_t8_0:source_t14_0;study02/study02_p15:target_t22_0:source_t12_400;study02/study02_p03:target_t22_800:source_t10_800;study02/study02_p03:target_t0_1200:source_t21_1200
1018,151;115;144;59;37;93;228;2,study02/study02_p14:target_t15_400:source_t13_800;study02/study02_p12:target_t9_800:source_t3_800;study02/study02_p14:target_t5_400:source_t6_400;study02/study02_p06:target_t6_800:source_t13_800;study02/study02_p03:target_t8_1200:source_t4_400;study02/study02_p11:target_t8_0:source_t0_400;study02/study02_p17:target_t20_1200:source_t2_0;study02/study02_p02:target_t7_400:source_t5_0
1019,164;32;154;50;127;44;146;166,study02/study02_p15:target_t9_1200:source_t4_800;study02/study02_p03:target_t7_800:source_t2_0;study02/study02_p14:target_t19_1200:source_t14_400;study02/study02_p03:target_t22_1200:source_t11_0;study02/study02_p13:target_t4_400:source_t7_800;study02/study02_p03:target_t15_400:source_t9_0;study02/study02_p14:target_t10_0:source_t8_400;study02/study02_p15:target_t10_800:source_t5_0
1020,180;196;211;239;192;191;56;212,study02/study02_p16:target_t0_1200:source_t2_800;study02/study02_p16:target_t18_1200:source_t8_1200;study02/study02_p17:target_t7_1200:source_t19_1200;study02/study02_p18:target_t16_400:source_t12_800;study02/study02_p16:target_t15_1200:source_t7_1200;study02/study02_p16:target_t15_800:source_t7_800;study02/study02_p06:target_t4_1200:source_t10_1200;study02/study02_p17:target_t9_0:source_t21_0
1021,173;78;112;125;198;218;117;100,study02/study02_p15:target_t17_0:source_t6_1200;study02/study02_p10:target_t10_400:source_t17_1200;study02/study02_p12:target_t7_400:source_t1_1200;study02/study02_p12:target_t19_400:source_t12_0;study02/study02_p16:target_t20_400:source_t10_0;study02/study02_p17:target_t13_1200:source_t22_800;study02/study02_p12:target_t10_1200:source_t4_0;study02/study02_p11:target_t14_1200:source_t3_400
1022,13;122;157;128;5;170;141;105,study02/study02_p02:target_t14_800:source_t9_1200;study02/study02_p12:target_t18_0:source_t11_400;study02/study02_p15:target_t3_1200:source_t0_1200;study02/study02_p13:target_t6_400:source_t7_1200;study02/study02_p02:target_t10_400:source_t5_1200;study02/study02_p15:target_t16_0:source_t6_0;study02/study02_p14:target_t4_800:source_t3_400;study02/study02_p11:target_t22_0:source_t4_800
1023,172;169;165;233,study02/study02_p15:target_t16_1200:source_t6_800;study02/study02_p15:target_t14_800:source_t5_1200;study02/study02_p15:target_t10_0:source_t4_1200;study02/study02_p18:target_t0_800:source_t11_0
1024,191;150;77;169;18;46;27;60,study02/study02_p16:target_t15_800:source_t7_800;study02/study02_p14:target_t15_0:source_t13_400;study02/study02_p10:target_t10_0:source_t17_800;study02/study02_p15:target_t14_800:source_t5_1200;study02/study02_p02:target_t18_1200:source_t13_0;study02/study02_p03:target_t15_1200:source_t9_800;study02/study02_p03:target_t5_400:source_t24_0;study02/study02_p06:target_t6_1200:source_t13_1200
1025,102;39;100;82;54;17;183;164,study02/study02_p11:target_t21_400:source_t3_1200;study02/study02_p03:target_t12_400:source_t4_1200;study02/study02_p11:target_t14_1200:source_t3_400;study02/study02_p10:target_t14_400:source_t20_0;study02/study02_p06:target_t4_0:source_t10_400;study02/study02_p02:target_t18_800:source_t11_1200;study02/study02_p16:target_t4_800:source_t3_400;study02/study02_p15:target_t9_1200:source_t4_800
1026,145;201;110;11;228;143;113;204,study02/study02_p14:target_t5_800:source_t6_800;study02/study02_p16:target_t23_0:source_t14_0;study02/study02_p12:target_t6_0:source_t1_400;study02/study02_p02:target_t14_0:source_t9_400;study02/study02_p17:target_t20_1200:source_t2_0;study02/study02_p14:target_t5_0:source_t3_1200;study02/study02_p12:target_t9_0:source_t3_0;study02/study02_p17:target_t0_400:source_t14_1200
1027,140;208;158;41;236;16;142;181,study02/study02_p14:target_t4_400:source_t2_800;study02/study02_p17:target_t7_0:source_t15_1200;study02/study02_p15:target_t7_0:source_t1_0;study02/study02_p03:target_t13_0:source_t6_400;study02/study02_p18:target_t10_0:source_t11_1200;study02/study02_p02:target_t18_400:source_t11_800;study02/study02_p14:target_t4_1200:source_t3_800;study02/study02_p16:target_t4_0:source_t2_1200
1028,8;153;98;36;20;22;66;86,study02/study02_p02:target_t12_0:source_t6_800;study02/study02_p14:target_t19_400:source_t14_0;study02/study02_p11:target_t11_1200:source_t2_800;study02/study02_p03:target_t8_800:source_t4_0;study02/study02_p03:target_t0_400:source_t21_400;study02/study02_p03:target_t0_1200:source_t21_1200;study02/study02_p06:target_t11_800:source_t17_400;study02/study02_p10:target_t19_800:source_t21_400
1029,48;189;87;213;123;154;108;24,study02/study02_p03:target_t22_400:source_t10_0;study02/study02_p16:target_t15_0:source_t7_0;study02/study02_p10:target_t19_1200:source_t21_800;study02/study02_p17:target_t9_800:source_t21_400;study02/study02_p12:target_t18_1200:source_t11_800;study02/study02_p14:target_t19_1200:source_t14_400;study02/study02_p12:target_t2_800:source_t0_400;study02/study02_p03:target_t3_400:source_t23_400
1030,188;129;28;138;178;205;160;117,study02/study02_p16:target_t11_1200:source_t5_800;study02/study02_p13:target_t6_800:source_t9_0;study02/study02_p03:target_t5_800:source_t24_400;study02/study02_p14:target_t1_0:source_t0_800;study02/study02_p16:target_t0_400:source_t2_0;study02/study02_p17:target_t0_800:source_t15_0;study02/study02_p15:target_t7_1200:source_t1_800;study02/study02_p12:target_t10_1200:source_t4_0
1031,62;230;173;217;211;243;33;3,study02/study02_p06:target_t8_400:source_t14_400;study02/study02_p17:target_t23_400:source_t2_800;study02/study02_p15:target_t17_0:source_t6_1200;study02/study02_p17:target_t13_800:source_t22_400;study02/study02_p17:target_t7_1200:source_t19_1200;study02/study02_p18:target_t20_800:source_t13_800;study02/study02_p03:target_t7_1200:source_t2_400;study02/study02_p02:target_t7_800:source_t5_400
1032,67;2;190;155;229;128;133;103,study02/study02_p06:target_t15_0:source_t17_800;study02/study02_p02:target_t7_400:source_t5_0;study02/study02_p16:target_t15_400:source_t7_400;study02/study02_p14:target_t22_0:source_t14_800;study02/study02_p17:target_t23_0:source_t2_400;study02/study02_p13:target_t6_400:source_t7_1200;study02/study02_p13:target_t11_0:source_t12_0;study02/study02_p11:target_t21_800:source_t4_0
1033,159;88;76;165;147;58;91;4,study02/study02_p15:target_t7_400:source_t1_400;study02/study02_p11:target_t1_0:source_t20_0;study02/study02_p10:target_t3_800:source_t17_400;study02/study02_p15:target_t10_0:source_t4_1200;study02/study02_p14:target_t10_400:source_t8_800;study02/study02_p06:target_t6_400:source_t12_800;study02/study02_p11:target_t7_400:source_t20_1200;study02/study02_p02:target_t10_0:source_t5_800
1034,174;157;21;95;26;35;212;238,study02/study02_p15:target_t17_400:source_t12_0;study02/study02_p15:target_t3_1200:source_t0_1200;study02/study02_p03:target_t0_800:source_t21_800;study02/study02_p11:target_t8_1200:source_t0_1200;study02/study02_p03:target_t5_0:source_t23_1200;study02/study02_p03:target_t8_400:source_t2_1200;study02/study02_p17:target_t9_0:source_t21_0;study02/study02_p18:target_t10_800:source_t12_400
1035,132;226;115;65;235;71;127;207,study02/study02_p13:target_t10_800:source_t9_1200;study02/study02_p17:target_t20_400:source_t25_1200;study02/study02_p12:target_t9_800:source_t3_800;study02/study02_p06:target_t11_400:source_t17_0;study02/study02_p18:target_t6_400:source_t11_800;study02/study02_p10:target_t2_0:source_t13_800;study02/study02_p13:target_t4_400:source_t7_800;study02/study02_p17:target_t5_1200:source_t15_800
1036,122;44;50;186;13;55;99;141,study02/study02_p12:target_t18_0:source_t11_400;study02/study02_p03:target_t15_400:source_t9_0;study02/study02_p03:target_t22_1200:source_t11_0;study02/study02_p16:target_t11_400:source_t5_0;study02/study02_p02:target_t14_800:source_t9_1200;study02/study02_p06:target_t4_800:source_t10_800;study02/study02_p11:target_t14_800:source_t2_1200;study02/study02_p14:target_t4_800:source_t3_400
1037,152;114;176;15;96;134;37;19,study02/study02_p14:target_t15_800:source_t13_1200;study02/study02_p12:target_t9_400:source_t3_400;study02/study02_p15:target_t22_400:source_t12_800;study02/study02_p02:target_t18_0:source_t11_400;study02/study02_p11:target_t11_0:source_t2_0;study02/study02_p13:target_t11_400:source_t12_400;study02/study02_p03:target_t8_1200:source_t4_400;study02/study02_p03:target_t0_0:source_t20_800
1038,175;130;224;233;38;180;240;47,study02/study02_p15:target_t22_0:source_t12_400;study02/study02_p13:target_t6_1200:source_t9_400;study02/study02_p17:target_t18_1200:source_t25_400;study02/study02_p18:target_t0_800:source_t11_0;study02/study02_p03:target_t12_0:source_t4_800;study02/study02_p16:target_t0_1200:source_t2_800;study02/study02_p18:target_t16_800:source_t12_1200;study02/study02_p03:target_t22_0:source_t9_1200
1039,75;220;73;49;112;30;193;72,study02/study02_p10:target_t3_400:source_t16_1200;study02/study02_p17:target_t16_800:source_t24_0;study02/study02_p10:target_t2_800:source_t15_1200;study02/study02_p03:target_t22_800:source_t10_800;study02/study02_p12:target_t7_400:source_t1_1200;study02/study02_p03:target_t7_0:source_t24_1200;study02/study02_p16:target_t18_0:source_t8_0;study02/study02_p10:target_t2_400:source_t15_800
1040,63;209;45;25;29;210;239;137,study02/study02_p06:target_t8_800:source_t14_800;study02/study02_p17:target_t7_400:source_t19_400;study02/study02_p03:target_t15_800:source_t9_400;study02/study02_p03:target_t3_800:source_t23_800;study02/study02_p03:target_t5_1200:source_t24_800;study02/study02_p17:target_t7_800:source_t19_800;study02/study02_p18:target_t16_400:source_t12_800;study02/study02_p13:target_t15_800:source_t14_0
1041,90;105;170;34;107;151;136;14,study02/study02_p11:target_t1_800:source_t20_800;study02/study02_p11:target_t22_0:source_t4_800;study02/study02_p15:target_t16_0:source_t6_0;study02/study02_p03:target_t8_0:source_t2_800;study02/study02_p12:target_t2_0:source_t0_0;study02/study02_p14:target_t15_400:source_t13_800;study02/study02_p13:target_t13_800:source_t12_1200;study02/study02_p02:target_t14_1200:source_t11_0
1042,199;124;9;97;69;232;163;162,study02/study02_p16:target_t20_800:source_t10_400;study02/study02_p12:target_t19_0:source_t11_1200;study02/study02_p02:target_t12_400:source_t6_1200;study02/study02_p11:target_t11_800:source_t2_400;study02/study02_p06:target_t15_1200:source_t18_800;study02/study02_p18:target_t0_400:source_t9_1200;study02/study02_p15:target_t9_800:source_t4_400;study02/study02_p15:target_t9_400:source_t4_0
1043,109;31;126;101;64;221;187;53,study02/study02_p12:target_t2_1200:source_t0_800;study02/study02_p03:target_t7_400:source_t1_800;study02/study02_p13:target_t4_0:source_t7_400;study02/study02_p11:target_t21_0:source_t3_800;study02/study02_p06:target_t11_0:source_t14_1200;study02/study02_p17:target_t16_1200:source_t24_400;study02/study02_p16:target_t11_800:source_t5_400;study02/study02_p06:target_t3_800:source_t10_0
1044,83;92;206;43;139;242;5;84,study02/study02_p10:target_t14_800:source_t20_400;study02/study02_p11:target_t7_800:source_t0_0;study02/study02_p17:target_t5_0:source_t15_400;study02/study02_p03:target_t15_0:source_t6_1200;study02/study02_p14:target_t1_800:source_t2_0;study02/study02_p18:target_t20_0:source_t13_400;study02/study02_p02:target_t10_400:source_t5_1200;study02/study02_p10:target_t19_0:source_t20_1200
1045,185;1;177;241;121;10;89;196,study02/study02_p16:target_t11_0:source_t3_1200;study02/study02_p02:target_t7_0:source_t3_1200;study02/study02_p16:target_t0_0:source_t1_1200;study02/study02_p18:target_t16_1200:source_t13_0;study02/study02_p12:target_t14_1200:source_t11_0;study02/study02_p02:target_t12_800:source_t9_0;study02/study02_p11:target_t1_400:source_t20_400;study02/study02_p16:target_t18_1200:source_t8_1200
1046,197;171;116;80;156;219;32;79,study02/study02_p16:target_t20_0:source_t9_0;study02/study02_p15:target_t16_400:source_t6_400;study02/study02_p12:target_t9_1200:source_t3_1200;study02/study02_p10:target_t11_400:source_t18_400;study02/study02_p15:target_t3_800:source_t0_800;study02/study02_p17:target_t16_0:source_t22_1200;study02/study02_p03:target_t7_800:source_t2_0;study02/study02_p10:target_t11_0:source_t18_0
1047,111;93;161;57;120;131;125;214,study02/study02_p12:target_t6_800:source_t1_800;study02/study02_p11:target_t8_0:source_t0_400;study02/study02_p15:target_t9_0:source_t1_1200;study02/study02_p06:target_t6_0:source_t12_0;study02/study02_p12:target_t14_800:source_t4_1200;study02/study02_p13:target_t8_1200:source_t9_800;study02/study02_p12:target_t19_400:source_t12_0;study02/study02_p17:target_t9_1200:source_t21_800
1048,12;237;231;179;78;94;166;194,study02/study02_p02:target_t14_400:source_t9_800;study02/study02_p18:target_t10_400:source_t12_0;study02/study02_p17:target_t23_800:source_t2_1200;study02/study02_p16:target_t0_800:source_t2_400;study02/study02_p10:target_t10_400:source_t17_1200;study02/study02_p11:target_t8_800:source_t0_800;study02/study02_p15:target_t10_800:source_t5_0;study02/study02_p16:target_t18_400:source_t8_400
1049,223;172;56;222;6;85;167;218,study02/study02_p17:target_t18_400:source_t24_1200;study02/study02_p15:target_t16_1200:source_t6_800;study02/study02_p06:target_t4_1200:source_t10_1200;study02/study02_p17:target_t18_0:source_t24_800;study02/study02_p02:target_t10_800:source_t6_0;study02/study02_p10:target_t19_400:source_t21_0;study02/study02_p15:target_t14_0:source_t5_400;study02/study02_p17:target_t13_1200:source_t22_800
1050,144;119;149;74;192;227;23;135,study02/study02_p14:target_t5_400:source_t6_400;study02/study02_p12:target_t14_400:source_t4_800;study02/study02_p14:target_t12_0:source_t13_0;study02/study02_p10:target_t3_0:source_t16_800;study02/study02_p16:target_t15_1200:source_t7_1200;study02/study02_p17:target_t20_800:source_t1_1200;study02/study02_p03:target_t3_0:source_t23_0;study02/study02_p13:target_t11_800:source_t12_800
1051,104;52;168;68;106;182;200;203,study02/study02_p11:target_t21_1200:source_t4_400;study02/study02_p06:target_t3_400:source_t9_1200;study02/study02_p15:target_t14_400:source_t5_800;study02/study02_p06:target_t15_400:source_t17_1200;study02/study02_p11:target_t22_400:source_t4_1200;study02/study02_p16:target_t4_400:source_t3_0;study02/study02_p16:target_t20_1200:source_t10_800;study02/study02_p17:target_t0_0:source_t14_800
1052,148;195;81;216;198;40;59;215,study02/study02_p14:target_t10_800:source_t11_400;study02/study02_p16:target_t18_800:source_t8_800;study02/study02_p10:target_t14_0:source_t18_1200;study02/study02_p17:target_t13_400:source_t22_0;study02/study02_p16:target_t20_400:source_t10_0;study02/study02_p03:target_t12_800:source_t6_0;study02/study02_p06:target_t6_800:source_t13_800;study02/study02_p17:target_t13_0:source_t21_1200
1053,202;61;118;184;0;51;234;7,study02/study02_p16:target_t23_1200:source_t14_400;study02/study02_p06:target_t8_0:source_t14_0;study02/study02_p12:target_t14_0:source_t4_400;study02/study02_p16:target_t4_1200:source_t3_800;study02/study02_p02:target_t2_0:source_t3_800;study02/study02_p06:target_t3_0:source_t9_800;study02/study02_p18:target_t6_0:source_t11_400;study02/study02_p02:target_t10_1200:source_t6_400
1054,70;42;146;225,study02/study02_p06:target_t19_1200:source_t20_0;study02/study02_p03:target_t13_400:source_t6_800;study02/study02_p14:target_t10_0:source_t8_400;study02/study02_p17:target_t20_0:source_t25_800
1055,95;67;225;37;13;203;166;238,study02/study02_p11:target_t8_1200:source_t0_1200;study02/study02_p06:target_t15_0:source_t17_800;study02/study02_p17:target_t20_0:source_t25_800;study02/study02_p03:target_t8_1200:source_t4_400;study02/study02_p02:target_t14_800:source_t9_1200;study02/study02_p17:target_t0_0:source_t14_800;study02/study02_p15:target_t10_800:source_t5_0;study02/study02_p18:target_t10_800:source_t12_400
1056,101;122;15;146;234;232;11;138,study02/study02_p11:target_t21_0:source_t3_800;study02/study02_p12:target_t18_0:source_t11_400;study02/study02_p02:target_t18_0:source_t11_400;study02/study02_p14:target_t10_0:source_t8_400;study02/study02_p18:target_t6_0:source_t11_400;study02/study02_p18:target_t0_400:source_t9_1200;study02/study02_p02:target_t14_0:source_t9_400;study02/study02_p14:target_t1_0:source_t0_800
1057,120;82;47;140;179;207;108;29,study02/study02_p12:target_t14_800:source_t4_1200;study02/study02_p10:target_t14_400:source_t20_0;study02/study02_p03:target_t22_0:source_t9_1200;study02/study02_p14:target_t4_400:source_t2_800;study02/study02_p16:target_t0_800:source_t2_400;study02/study02_p17:target_t5_1200:source_t15_800;study02/study02_p12:target_t2_800:source_t0_400;study02/study02_p03:target_t5_1200:source_t24_800
1058,96;64;213;81;227;164;102;189,study02/study02_p11:target_t11_0:source_t2_0;study02/study02_p06:target_t11_0:source_t14_1200;study02/study02_p17:target_t9_800:source_t21_400;study02/study02_p10:target_t14_0:source_t18_1200;study02/study02_p17:target_t20_800:source_t1_1200;study02/study02_p15:target_t9_1200:source_t4_800;study02/study02_p11:target_t21_400:source_t3_1200;study02/study02_p16:target_t15_0:source_t7_0
1059,115;216;105;66;160;36;129;26,study02/study02_p12:target_t9_800:source_t3_800;study02/study02_p17:target_t13_400:source_t22_0;study02/study02_p11:target_t22_0:source_t4_800;study02/study02_p06:target_t11_800:source_t17_400;study02/study02_p15:target_t7_1200:source_t1_800;study02/study02_p03:target_t8_800:source_t4_0;study02/study02_p13:target_t6_800:source_t9_0;study02/study02_p03:target_t5_0:source_t23_1200
1060,43;55;154;148;188;224;20;168,study02/study02_p03:target_t15_0:source_t6_1200;study02/study02_p06:target_t4_800:source_t10_800;study02/study02_p14:target_t19_1200:source_t14_400;study02/study02_p14:target_t10_800:source_t11_400;study02/study02_p16:target_t11_1200:source_t5_800;study02/study02_p17:target_t18_1200:source_t25_400;study02/study02_p03:target_t0_400:source_t21_400;study02/study02_p15:target_t14_400:source_t5_800
1061,163;194;147;242;210;230;196;16,study02/study02_p15:target_t9_800:source_t4_400;study02/study02_p16:target_t18_400:source_t8_400;study02/study02_p14:target_t10_400:source_t8_800;study02/study02_p18:target_t20_0:source_t13_400;study02/study02_p17:target_t7_800:source_t19_800;study02/study02_p17:target_t23_400:source_t2_800;study02/study02_p16:target_t18_1200:source_t8_1200;study02/study02_p02:target_t18_400:source_t11_800
1062,25;69;19;141;80;205;88;111,study02/study02_p03:target_t3_800:source_t23_800;study02/study02_p06:target_t15_1200:source_t18_800;study02/study02_p03:target_t0_0:source_t20_800;study02/study02_p14:target_t4_800:source_t3_400;study02/study02_p10:target_t11_400:source_t18_400;study02/study02_p17:target_t0_800:source_t15_0;study02/study02_p11:target_t1_0:source_t20_0;study02/study02_p12:target_t6_800:source_t1_800
1063,106;135;61;2;10;222;14;54,study02/study02_p11:target_t22_400:source_t4_1200;study02/study02_p13:target_t11_800:source_t12_800;study02/study02_p06:target_t8_0:source_t14_0;study02/study02_p02:target_t7_400:source_t5_0;study02/study02_p02:target_t12_800:source_t9_0;study02/study02_p17:target_t18_0:source_t24_800;study02/study02_p02:target_t14_1200:source_t11_0;study02/study02_p06:target_t4_0:source_t10_400
1064,215;159;94;199;149;7;153;92,study02/study02_p17:target_t13_0:source_t21_1200;study02/study02_p15:target_t7_400:source_t1_400;study02/study02_p11:target_t8_800:source_t0_800;study02/study02_p16:target_t20_800:source_t10_400;study02/study02_p14:target_t12_0:source_t13_0;study02/study02_p02:target_t10_1200:source_t6_400;study02/study02_p14:target_t19_400:source_t14_0;study02/study02_p11:target_t7_800:source_t0_0
1065,40;17;59;52;31;186;24;170,study02/study02_p03:target_t12_800:source_t6_0;study02/study02_p02:target_t18_800:source_t11_1200;study02/study02_p06:target_t6_800:source_t13_800;study02/study02_p06:target_t3_400:source_t9_1200;study02/study02_p03:target_t7_400:source_t1_800;study02/study02_p16:target_t11_400:source_t5_0;study02/study02_p03:target_t3_400:source_t23_400;study02/study02_p15:target_t16_0:source_t6_0
1066,165;126;217;70;100;41;107;63,study02/study02_p15:target_t10_0:source_t4_1200;study02/study02_p13:target_t4_0:source_t7_400;study02/study02_p17:target_t13_800:source_t22_400;study02/study02_p06:target_t19_1200:source_t20_0;study02/study02_p11:target_t14_1200:source_t3_400;study02/study02_p03:target_t13_0:source_t6_400;study02/study02_p12:target_t2_0:source_t0_0;study02/study02_p06:target_t8_800:source_t14_800
1067,8;34;173;117;190;48;58;193,study02/study02_p02:target_t12_0:source_t6_800;study02/study02_p03:target_t8_0:source_t2_800;study02/study02_p15:target_t17_0:source_t6_1200;study02/study02_p12:target_t10_1200:source_t4_0;study02/study02_p16:target_t15_400:source_t7_400;study02/study02_p03:target_t22_400:source_t10_0;study02/study02_p06:target_t6_400:source_t12_800;study02/study02_p16:target_t18_0:source_t8_0
1068,109;162;202;228;137;71;180;128,study02/study02_p12:target_t2_1200:source_t0_800;study02/study02_p15:target_t9_400:source_t4_0;study02/study02_p16:target_t23_1200:source_t14_400;study02/study02_p17:target_t20_1200:source_t2_0;study02/study02_p13:target_t15_800:source_t14_0;study02/study02_p10:target_t2_0:source_t13_800;study02/study02_p16:target_t0_1200:source_t2_800;study02/study02_p13:target_t6_400:source_t7_1200
1069,125;18;133;151;167;0;33;110,study02/study02_p12:target_t19_400:source_t12_0;study02/study02_p02:target_t18_1200:source_t13_0;study02/study02_p13:target_t11_0:source_t12_0;study02/study02_p14:target_t15_400:source_t13_800;study02/study02_p15:target_t14_0:source_t5_400;study02/study02_p02:target_t2_0:source_t3_800;study02/study02_p03:target_t7_1200:source_t2_400;study02/study02_p12:target_t6_0:source_t1_400
1070,62;32;145;50;84;161;124;112,study02/study02_p06:target_t8_400:source_t14_400;study02/study02_p03:target_t7_800:source_t2_0;study02/study02_p14:target_t5_800:source_t6_800;study02/study02_p03:target_t22_1200:source_t11_0;study02/study02_p10:target_t19_0:source_t20_1200;study02/study02_p15:target_t9_0:source_t1_1200;study02/study02_p12:target_t19_0:source_t11_1200;study02/study02_p12:target_t7_400:source_t1_1200
1071,231;51;139;158;91;127;223;46,study02/study02_p17:target_t23_800:source_t2_1200;study02/study02_p06:target_t3_0:source_t9_800;study02/study02_p14:target_t1_800:source_t2_0;study02/study02_p15:target_t7_0:source_t1_0;study02/study02_p11:target_t7_400:source_t20_1200;study02/study02_p13:target_t4_400:source_t7_800;study02/study02_p17:target_t18_400:source_t24_1200;study02/study02_p03:target_t15_1200:source_t9_800
1072,49;118;134;12;39;152;182;181,study02/study02_p03:target_t22_800:source_t10_800;study02/study02_p12:target_t14_0:source_t4_400;study02/study02_p13:target_t11_400:source_t12_400;study02/study02_p02:target_t14_400:source_t9_800;study02/study02_p03:target_t12_400:source_t4_1200;study02/study02_p14:target_t15_800:source_t13_1200;study02/study02_p16:target_t4_400:source_t3_0;study02/study02_p16:target_t4_0:source_t2_1200
1073,183;132;44;87;5;144;68;169,study02/study02_p16:target_t4_800:source_t3_400;study02/study02_p13:target_t10_800:source_t9_1200;study02/study02_p03:target_t15_400:source_t9_0;study02/study02_p10:target_t19_1200:source_t21_800;study02/study02_p02:target_t10_400:source_t5_1200;study02/study02_p14:target_t5_400:source_t6_400;study02/study02_p06:target_t15_400:source_t17_1200;study02/study02_p15:target_t14_800:source_t5_1200
1074,116;75;9;23;219;113;27;85,study02/study02_p12:target_t9_1200:source_t3_1200;study02/study02_p10:target_t3_400:source_t16_1200;study02/study02_p02:target_t12_400:source_t6_1200;study02/study02_p03:target_t3_0:source_t23_0;study02/study02_p17:target_t16_0:source_t22_1200;study02/study02_p12:target_t9_0:source_t3_0;study02/study02_p03:target_t5_400:source_t24_0;study02/study02_p10:target_t19_400:source_t21_0
1075,57;218;206;103;185;83;177;233,study02/study02_p06:target_t6_0:source_t12_0;study02/study02_p17:target_t13_1200:source_t22_800;study02/study02_p17:target_t5_0:source_t15_400;study02/study02_p11:target_t21_800:source_t4_0;study02/study02_p16:target_t11_0:source_t3_1200;study02/study02_p10:target_t14_800:source_t20_400;study02/study02_p16:target_t0_0:source_t1_1200;study02/study02_p18:target_t0_800:source_t11_0
