successful_update,pair_indices,pair_keys
1930,173;201;199;121;186;339;562;380,study05/study05_p43:target_t26_512:source_t7_1536;study05/study05_p43:target_t34_1024:source_t1_512;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p41:target_t28_0:source_t13_512;study05/study05_p43:target_t30_512:source_t11_0;study05/study05_p45:target_t29_1024:source_t12_512;study05/study05_p48:target_t25_1536:source_t7_1536;study05/study05_p46:target_t21_512:source_t0_0
1931,610;138;264;315;521;381;128;200,study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p41:target_t32_1024:source_t2_1536;study05/study05_p44:target_t27_0:source_t7_512;study05/study05_p45:target_t21_1536:source_t5_1536;study05/study05_p48:target_t15_0:source_t10_1024;study05/study05_p46:target_t21_1024:source_t0_512;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p43:target_t34_512:source_t1_0
1932,117;578;508;545;274;96;676;292,study05/study05_p41:target_t27_0:source_t11_1024;study05/study05_p48:target_t30_1536:source_t11_1536;study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p48:target_t21_512:source_t3_1024;study05/study05_p44:target_t29_1024:source_t9_1536;study05/study05_p41:target_t21_1536:source_t6_512;study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p44:target_t34_0:source_t1_1024
1933,165;654;237;180;355;134;652;176,study05/study05_p43:target_t24_512:source_t5_1536;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p44:target_t20_512:source_t0_1024;study05/study05_p43:target_t28_0:source_t9_1024;study05/study05_p45:target_t33_1536:source_t0_512;study05/study05_p41:target_t31_512:source_t1_1536;study05/study05_p50:target_t21_0:source_t3_1024;study05/study05_p43:target_t27_0:source_t8_1024
1934,433;656;346;526;40;240;622;349,study05/study05_p46:target_t35_0:source_t13_1536;study05/study05_p50:target_t22_512:source_t4_1024;study05/study05_p45:target_t31_512:source_t14_1024;study05/study05_p48:target_t16_512:source_t11_1536;study05/study05_p40:target_t28_1024:source_t10_1536;study05/study05_p44:target_t21_0:source_t1_512;study05/study05_p49:target_t19_1024:source_t3_1024;study05/study05_p45:target_t32_0:source_t15_1024
1935,145;430;460;208;568;34;249;571,study05/study05_p43:target_t18_512:source_t0_1536;study05/study05_p46:target_t34_512:source_t13_0;study05/study05_p47:target_t19_1536:source_t3_512;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p48:target_t27_1024:source_t9_512;study05/study05_p40:target_t27_0:source_t9_0;study05/study05_p44:target_t23_512:source_t3_1024;study05/study05_p48:target_t28_512:source_t10_0
1936,290,study05/study05_p44:target_t33_1024:source_t1_0
1937,233;205;692;219;211;361;579;355,study05/study05_p44:target_t19_512:source_t14_512;study05/study05_p43:target_t36_0:source_t2_512;study05/study05_p50:target_t34_1024:source_t13_1024;study05/study05_p44:target_t15_1536:source_t8_1536;study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p45:target_t35_512:source_t1_1536;study05/study05_p48:target_t31_512:source_t12_512;study05/study05_p45:target_t33_1536:source_t0_512
1938,600;257;117;97;232;618;586;371,study05/study05_p49:target_t12_0:source_t9_0;study05/study05_p44:target_t25_512:source_t5_1024;study05/study05_p41:target_t27_0:source_t11_1024;study05/study05_p41:target_t22_0:source_t6_1024;study05/study05_p44:target_t19_0:source_t13_1536;study05/study05_p49:target_t18_512:source_t2_1024;study05/study05_p48:target_t33_0:source_t0_1536;study05/study05_p46:target_t19_0:source_t15_1536
1939,263;0;445;661;241;166;362;537,study05/study05_p44:target_t26_1536:source_t7_0;study05/study05_p40:target_t18_0:source_t0_1024;study05/study05_p46:target_t38_0:source_t17_0;study05/study05_p50:target_t24_1024:source_t5_1536;study05/study05_p44:target_t21_512:source_t1_1024;study05/study05_p43:target_t24_1024:source_t6_0;study05/study05_p45:target_t35_1024:source_t2_0;study05/study05_p48:target_t19_512:source_t1_1024
1940,489;439;588;192;112;548;54;526,study05/study05_p47:target_t27_0:source_t11_1024;study05/study05_p46:target_t36_1024:source_t15_1024;study05/study05_p48:target_t34_0:source_t1_512;study05/study05_p43:target_t31_1536:source_t13_512;study05/study05_p41:target_t25_1536:source_t10_512;study05/study05_p48:target_t22_0:source_t4_512;study05/study05_p40:target_t32_512:source_t15_512;study05/study05_p48:target_t16_512:source_t11_1536
1941,541;611;627;200;344;463;286;519,study05/study05_p48:target_t20_512:source_t2_1024;study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p49:target_t21_512:source_t4_1536;study05/study05_p43:target_t34_512:source_t1_0;study05/study05_p45:target_t30_1536:source_t13_1536;study05/study05_p47:target_t20_1024:source_t4_0;study05/study05_p44:target_t32_1024:source_t0_0;study05/study05_p47:target_t34_1024:source_t3_0
1942,58;540;412;250;682;552;179;93,study05/study05_p40:target_t33_512:source_t16_512;study05/study05_p48:target_t20_0:source_t2_512;study05/study05_p46:target_t29_1536:source_t8_0;study05/study05_p44:target_t23_1024:source_t3_1536;study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p48:target_t23_0:source_t5_512;study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p41:target_t21_0:source_t5_1024
1943,33;383;312;95;354;201;649;534,study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p46:target_t22_0:source_t0_1536;study05/study05_p45:target_t20_1536:source_t5_0;study05/study05_p41:target_t21_1024:source_t6_0;study05/study05_p45:target_t33_1024:source_t0_0;study05/study05_p43:target_t34_1024:source_t1_512;study05/study05_p50:target_t19_1536:source_t2_1536;study05/study05_p48:target_t18_1024:source_t0_1536
1944,76;140;381;456;624;111;474;300,study05/study05_p41:target_t16_1536:source_t1_512;study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p46:target_t21_1024:source_t0_512;study05/study05_p47:target_t18_1536:source_t2_512;study05/study05_p49:target_t20_0:source_t4_0;study05/study05_p41:target_t25_1024:source_t10_0;study05/study05_p47:target_t23_512:source_t7_0;study05/study05_p45:target_t17_0:source_t2_0
1945,36;292;4;415;291;418;359;161,study05/study05_p40:target_t27_1024:source_t9_1536;study05/study05_p44:target_t34_0:source_t1_1024;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p46:target_t30_1024:source_t8_1536;study05/study05_p44:target_t33_1536:source_t1_512;study05/study05_p46:target_t31_512:source_t9_1024;study05/study05_p45:target_t34_1536:source_t1_512;study05/study05_p43:target_t22_1536:source_t4_1536
1946,375;349;46;150;462;435;176;104,study05/study05_p46:target_t20_0:source_t16_1536;study05/study05_p45:target_t32_0:source_t15_1024;study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p43:target_t19_1024:source_t2_0;study05/study05_p47:target_t20_512:source_t3_1536;study05/study05_p46:target_t35_1024:source_t14_1024;study05/study05_p43:target_t27_0:source_t8_1024;study05/study05_p41:target_t23_1536:source_t8_512
1947,110;427;475;157;619;372;636;169,study05/study05_p41:target_t25_512:source_t9_1536;study05/study05_p46:target_t33_1024:source_t11_1536;study05/study05_p47:target_t23_1024:source_t7_512;study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p49:target_t18_1024:source_t2_1536;study05/study05_p46:target_t19_512:source_t16_0;study05/study05_p49:target_t24_1024:source_t7_1536;study05/study05_p43:target_t25_512:source_t6_1536
1948,514;422;309;554;279;602;276;40,study05/study05_p47:target_t33_512:source_t1_1536;study05/study05_p46:target_t32_512:source_t10_1024;study05/study05_p45:target_t19_1536:source_t4_512;study05/study05_p48:target_t23_1024:source_t5_1536;study05/study05_p44:target_t30_1536:source_t11_1536;study05/study05_p49:target_t12_1024:source_t9_1024;study05/study05_p44:target_t30_0:source_t11_0;study05/study05_p40:target_t28_1024:source_t10_1536
1949,188;337;595;101;128;81;68;66,study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p45:target_t29_0:source_t11_1536;study05/study05_p48:target_t36_512:source_t3_0;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p41:target_t18_0:source_t2_1024;study05/study05_p40:target_t35_1536:source_t0_1536;study05/study05_p40:target_t35_512:source_t0_512
1950,251;562;170;327;501;374;105;440,study05/study05_p44:target_t23_1536:source_t4_0;study05/study05_p48:target_t25_1536:source_t7_1536;study05/study05_p43:target_t25_1024:source_t7_0;study05/study05_p45:target_t25_1536:source_t9_0;study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p46:target_t19_1536:source_t16_1024;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p46:target_t36_1536:source_t15_1536
1951,343;332;695;210;645;691;533;365,study05/study05_p45:target_t30_1024:source_t13_1024;study05/study05_p45:target_t27_0:source_t10_512;study05/study05_p50:target_t35_1024:source_t14_512;study05/study05_p43:target_t37_1024:source_t3_1024;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p50:target_t34_512:source_t13_512;study05/study05_p48:target_t18_512:source_t0_1024;study05/study05_p45:target_t36_1024:source_t2_1536
1952,155;72;134;270;641;410;431;336,study05/study05_p43:target_t20_1536:source_t3_512;study05/study05_p40:target_t36_1536:source_t1_1536;study05/study05_p41:target_t31_512:source_t1_1536;study05/study05_p44:target_t28_1024:source_t8_1536;study05/study05_p50:target_t16_1536:source_t0_1536;study05/study05_p46:target_t29_512:source_t7_1024;study05/study05_p46:target_t34_1024:source_t13_512;study05/study05_p45:target_t28_1536:source_t11_512
1953,417;416;380;659;212;109;289;472,study05/study05_p46:target_t31_0:source_t9_512;study05/study05_p46:target_t30_1536:source_t9_0;study05/study05_p46:target_t21_512:source_t0_0;study05/study05_p50:target_t23_1024:source_t5_512;study05/study05_p43:target_t38_0:source_t4_0;study05/study05_p41:target_t25_0:source_t9_1024;study05/study05_p44:target_t33_512:source_t0_1536;study05/study05_p47:target_t22_1536:source_t6_512
1954,282;330;347;29;675;1;574;679,study05/study05_p44:target_t31_1024:source_t13_512;study05/study05_p45:target_t26_1024:source_t9_1536;study05/study05_p45:target_t31_1024:source_t14_1536;study05/study05_p40:target_t25_1024:source_t7_1536;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p40:target_t18_512:source_t0_1536;study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p50:target_t29_1536:source_t10_512
1955,622;324;171;31;601;599;218;524,study05/study05_p49:target_t19_1024:source_t3_1024;study05/study05_p45:target_t25_0:source_t8_512;study05/study05_p43:target_t25_1536:source_t7_512;study05/study05_p40:target_t26_512:source_t8_512;study05/study05_p49:target_t12_512:source_t9_512;study05/study05_p49:target_t11_1024:source_t8_1536;study05/study05_p44:target_t15_1024:source_t8_1024;study05/study05_p48:target_t15_1536:source_t11_512
1956,366;563;513;402;190;617;556;237,study05/study05_p45:target_t36_1536:source_t3_0;study05/study05_p48:target_t26_0:source_t8_0;study05/study05_p47:target_t33_0:source_t1_1024;study05/study05_p46:target_t26_1536:source_t5_1024;study05/study05_p43:target_t31_512:source_t12_1536;study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p48:target_t24_512:source_t6_512;study05/study05_p44:target_t20_512:source_t0_1024
1957,420;434;118;290;235;178;428;71,study05/study05_p46:target_t31_1536:source_t10_0;study05/study05_p46:target_t35_512:source_t14_512;study05/study05_p41:target_t27_512:source_t11_1536;study05/study05_p44:target_t33_1024:source_t1_0;study05/study05_p44:target_t19_1536:source_t0_0;study05/study05_p43:target_t27_1024:source_t9_0;study05/study05_p46:target_t33_1536:source_t12_1024;study05/study05_p40:target_t36_1024:source_t1_1024
1958,543;234;663;328;413;561;275;73,study05/study05_p48:target_t20_1536:source_t3_0;study05/study05_p44:target_t19_1024:source_t14_1536;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p45:target_t26_0:source_t9_512;study05/study05_p46:target_t30_0:source_t8_512;study05/study05_p48:target_t25_1024:source_t7_1024;study05/study05_p44:target_t29_1536:source_t10_1024;study05/study05_p41:target_t16_0:source_t0_1024
1959,360;216;683;493;141;63;685;404,study05/study05_p45:target_t35_0:source_t1_1024;study05/study05_p44:target_t15_0:source_t8_0;study05/study05_p50:target_t31_512:source_t11_512;study05/study05_p47:target_t28_0:source_t12_1024;study05/study05_p41:target_t33_512:source_t3_1024;study05/study05_p40:target_t34_1024:source_t17_1024;study05/study05_p50:target_t32_0:source_t11_1536;study05/study05_p46:target_t27_512:source_t6_0
1960,45;605;373;222;341;673;647;273,study05/study05_p40:target_t29_1536:source_t12_1024;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p46:target_t19_1024:source_t16_512;study05/study05_p44:target_t16_1024:source_t9_1024;study05/study05_p45:target_t30_0:source_t13_0;study05/study05_p50:target_t28_512:source_t8_1536;study05/study05_p50:target_t19_512:source_t2_512;study05/study05_p44:target_t29_512:source_t9_1024
1961,676;623;590;567;592;7;303;2,study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p48:target_t34_1024:source_t1_1536;study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p48:target_t35_0:source_t2_512;study05/study05_p40:target_t19_1536:source_t2_512;study05/study05_p45:target_t18_512:source_t2_1536;study05/study05_p40:target_t18_1024:source_t1_0
1962,358;191;153;11;228;582;91;194,study05/study05_p45:target_t34_1024:source_t1_0;study05/study05_p43:target_t31_1024:source_t13_0;study05/study05_p43:target_t20_512:source_t2_1536;study05/study05_p40:target_t21_0:source_t3_512;study05/study05_p44:target_t18_0:source_t11_1536;study05/study05_p48:target_t32_0:source_t14_512;study05/study05_p41:target_t20_1024:source_t5_0;study05/study05_p43:target_t32_512:source_t15_0
1963,547;224;480;668;196;295;406;326,study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p44:target_t17_0:source_t10_1024;study05/study05_p47:target_t24_1536:source_t9_0;study05/study05_p50:target_t27_0:source_t7_1024;study05/study05_p43:target_t32_1536:source_t0_0;study05/study05_p44:target_t34_1536:source_t2_512;study05/study05_p46:target_t27_1536:source_t6_1024;study05/study05_p45:target_t25_1024:source_t8_1536
1964,633;132;580;591;296;569;167;597,study05/study05_p49:target_t23_1024:source_t6_1536;study05/study05_p41:target_t30_1536:source_t1_512;study05/study05_p48:target_t31_1024:source_t12_1536;study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p44:target_t35_0:source_t2_1024;study05/study05_p48:target_t27_1536:source_t9_1024;study05/study05_p43:target_t24_1536:source_t6_512;study05/study05_p48:target_t36_1536:source_t3_1024
1965,662;258;356;613;535;62;667;593,study05/study05_p50:target_t25_0:source_t6_0;study05/study05_p44:target_t25_1024:source_t5_1536;study05/study05_p45:target_t34_0:source_t0_1024;study05/study05_p49:target_t15_1024:source_t1_512;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p40:target_t34_512:source_t17_512;study05/study05_p50:target_t26_1536:source_t7_512;study05/study05_p48:target_t35_1536:source_t2_1024
1966,461;113;451;376;465;470;121;55,study05/study05_p47:target_t20_0:source_t3_1024;study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p47:target_t17_1024:source_t1_0;study05/study05_p46:target_t20_512:source_t17_0;study05/study05_p47:target_t21_0:source_t4_1024;study05/study05_p47:target_t22_512:source_t5_1536;study05/study05_p41:target_t28_0:source_t13_512;study05/study05_p40:target_t32_1024:source_t15_1024
1967,271;174;570;230;509;189;657;293,study05/study05_p44:target_t28_1536:source_t9_0;study05/study05_p43:target_t26_1024:source_t8_0;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p44:target_t18_1024:source_t12_1536;study05/study05_p47:target_t32_0:source_t0_1024;study05/study05_p43:target_t31_0:source_t11_1536;study05/study05_p50:target_t23_0:source_t4_1536;study05/study05_p44:target_t34_512:source_t1_1536
1968,681;39;317;272;686;248;656;688,study05/study05_p50:target_t30_512:source_t10_1536;study05/study05_p40:target_t28_512:source_t10_1024;study05/study05_p45:target_t22_1536:source_t6_512;study05/study05_p44:target_t29_0:source_t9_512;study05/study05_p50:target_t32_512:source_t12_0;study05/study05_p44:target_t23_0:source_t3_512;study05/study05_p50:target_t22_512:source_t4_1024;study05/study05_p50:target_t33_1024:source_t12_1024
1969,441;120;208;424;573;606;28;494,study05/study05_p46:target_t37_0:source_t16_0;study05/study05_p41:target_t27_1536:source_t12_1536;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p46:target_t32_1536:source_t11_0;study05/study05_p48:target_t29_512:source_t10_1024;study05/study05_p49:target_t13_1024:source_t10_1024;study05/study05_p40:target_t25_512:source_t7_1024;study05/study05_p47:target_t28_512:source_t13_0
1970,530;12;79;364;269;369;87;608,study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p40:target_t21_512:source_t3_1024;study05/study05_p41:target_t17_1024:source_t2_0;study05/study05_p45:target_t36_512:source_t2_1024;study05/study05_p44:target_t28_512:source_t8_1024;study05/study05_p46:target_t18_1024:source_t15_512;study05/study05_p41:target_t19_1024:source_t4_0;study05/study05_p49:target_t14_512:source_t0_0
1971,32;16;308;693;318;323;69;44,study05/study05_p40:target_t26_1024:source_t8_1024;study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p45:target_t19_1024:source_t4_0;study05/study05_p50:target_t35_0:source_t13_1536;study05/study05_p45:target_t23_0:source_t6_1024;study05/study05_p45:target_t24_1536:source_t8_0;study05/study05_p40:target_t36_0:source_t1_0;study05/study05_p40:target_t29_1024:source_t11_1536
1972,202;138;555;213;370;550;244;395,study05/study05_p43:target_t34_1536:source_t1_1024;study05/study05_p41:target_t32_1024:source_t2_1536;study05/study05_p48:target_t24_0:source_t6_0;study05/study05_p43:target_t38_512:source_t4_512;study05/study05_p46:target_t18_1536:source_t15_1024;study05/study05_p48:target_t22_1024:source_t4_1536;study05/study05_p44:target_t22_0:source_t2_512;study05/study05_p46:target_t25_0:source_t3_1536
1973,114;75;61;146;522;442;386;338,study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p41:target_t16_1024:source_t1_0;study05/study05_p40:target_t34_0:source_t17_0;study05/study05_p43:target_t18_1024:source_t1_0;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p46:target_t37_512:source_t16_512;study05/study05_p46:target_t22_1536:source_t1_1024;study05/study05_p45:target_t29_512:source_t12_0
1974,473;389;585;307;152;78;466;51,study05/study05_p47:target_t23_0:source_t6_1536;study05/study05_p46:target_t23_1024:source_t2_512;study05/study05_p48:target_t32_1536:source_t0_1024;study05/study05_p45:target_t19_512:source_t3_1536;study05/study05_p43:target_t20_0:source_t2_1024;study05/study05_p41:target_t17_512:source_t1_1536;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p40:target_t31_1024:source_t14_1024
1975,64;525;350;23;260;483;680;644,study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p48:target_t16_0:source_t11_1024;study05/study05_p45:target_t32_512:source_t15_1536;study05/study05_p40:target_t24_0:source_t6_512;study05/study05_p44:target_t26_0:source_t6_512;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p50:target_t18_0:source_t1_1024
1976,268;651;65;133;187;400;30;262,study05/study05_p44:target_t28_0:source_t8_512;study05/study05_p50:target_t20_1536:source_t3_512;study05/study05_p40:target_t35_0:source_t0_0;study05/study05_p41:target_t31_0:source_t1_1024;study05/study05_p43:target_t30_1024:source_t11_512;study05/study05_p46:target_t26_512:source_t5_0;study05/study05_p40:target_t25_1536:source_t8_0;study05/study05_p44:target_t26_1024:source_t6_1536
1977,116;107;603;468;185;477;414;13,study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p41:target_t24_1024:source_t9_0;study05/study05_p49:target_t12_1536:source_t9_1536;study05/study05_p47:target_t21_1536:source_t5_512;study05/study05_p43:target_t30_0:source_t10_1536;study05/study05_p47:target_t24_0:source_t8_0;study05/study05_p46:target_t30_512:source_t8_1024;study05/study05_p40:target_t21_1024:source_t3_1536
1978,351;198;670;459;261;278;124;149,study05/study05_p45:target_t32_1024:source_t16_0;study05/study05_p43:target_t33_1536:source_t0_1024;study05/study05_p50:target_t27_1024:source_t8_0;study05/study05_p47:target_t19_1024:source_t3_0;study05/study05_p44:target_t26_512:source_t6_1024;study05/study05_p44:target_t30_1024:source_t11_1024;study05/study05_p41:target_t28_1536:source_t15_0;study05/study05_p43:target_t19_512:source_t1_1536
1979,625;464;421;217;19;265;131;694,study05/study05_p49:target_t20_1536:source_t4_512;study05/study05_p47:target_t20_1536:source_t4_512;study05/study05_p46:target_t32_0:source_t10_512;study05/study05_p44:target_t15_512:source_t8_512;study05/study05_p40:target_t23_0:source_t5_512;study05/study05_p44:target_t27_512:source_t7_1024;study05/study05_p41:target_t30_1024:source_t1_0;study05/study05_p50:target_t35_512:source_t14_0
1980,53;245;560;640;184;578;572;598,study05/study05_p40:target_t32_0:source_t15_0;study05/study05_p44:target_t22_512:source_t2_1024;study05/study05_p48:target_t25_512:source_t7_512;study05/study05_p50:target_t16_0:source_t0_1024;study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p48:target_t30_1536:source_t11_1536;study05/study05_p48:target_t29_0:source_t10_512;study05/study05_p49:target_t11_512:source_t8_512
1981,83;453;80;156;183;447;382;504,study05/study05_p41:target_t18_1024:source_t3_0;study05/study05_p47:target_t18_0:source_t1_1024;study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p43:target_t21_1024:source_t3_1024;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p46:target_t38_1024:source_t17_1024;study05/study05_p46:target_t21_1536:source_t0_1024;study05/study05_p47:target_t30_1536:source_t16_512
1982,37;180;322;674;469;41;408;653,study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p43:target_t28_0:source_t9_1024;study05/study05_p45:target_t24_1024:source_t7_1024;study05/study05_p50:target_t28_1024:source_t9_0;study05/study05_p47:target_t22_0:source_t5_1024;study05/study05_p40:target_t28_1536:source_t11_0;study05/study05_p46:target_t28_1536:source_t7_0;study05/study05_p50:target_t21_512:source_t3_1536
1983,566;229;542;115;377;508;654;658,study05/study05_p48:target_t26_1536:source_t8_1536;study05/study05_p44:target_t18_512:source_t12_1024;study05/study05_p48:target_t20_1024:source_t2_1536;study05/study05_p41:target_t26_1024:source_t11_0;study05/study05_p46:target_t20_1024:source_t17_512;study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p50:target_t23_512:source_t5_0
1984,280;8;531;557;86;503;471;467,study05/study05_p44:target_t31_0:source_t12_1024;study05/study05_p40:target_t20_0:source_t2_1024;study05/study05_p48:target_t17_1024:source_t0_0;study05/study05_p48:target_t24_1024:source_t6_1024;study05/study05_p41:target_t19_512:source_t3_1536;study05/study05_p47:target_t30_1024:source_t15_1536;study05/study05_p47:target_t22_1024:source_t6_0;study05/study05_p47:target_t21_1024:source_t5_0
1985,432;14;491;145;626;288;520;277,study05/study05_p46:target_t34_1536:source_t13_1024;study05/study05_p40:target_t21_1536:source_t4_0;study05/study05_p47:target_t27_1024:source_t12_0;study05/study05_p43:target_t18_512:source_t0_1536;study05/study05_p49:target_t21_0:source_t4_1024;study05/study05_p44:target_t33_0:source_t0_1024;study05/study05_p47:target_t34_1536:source_t3_512;study05/study05_p44:target_t30_512:source_t11_512
1986,684;96;457;487;696;495;669;255,study05/study05_p50:target_t31_1536:source_t11_1024;study05/study05_p41:target_t21_1536:source_t6_512;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p47:target_t26_1024:source_t10_1536;study05/study05_p50:target_t35_1536:source_t14_1024;study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p50:target_t27_512:source_t7_1536;study05/study05_p44:target_t24_1536:source_t5_0
1987,246;90;173;215;137;247;484;538,study05/study05_p44:target_t22_1024:source_t2_1536;study05/study05_p41:target_t20_512:source_t4_1536;study05/study05_p43:target_t26_512:source_t7_1536;study05/study05_p43:target_t38_1536:source_t4_1536;study05/study05_p41:target_t32_512:source_t2_1024;study05/study05_p44:target_t22_1536:source_t3_0;study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p48:target_t19_1024:source_t1_1536
1988,168;652;106;148;70;394;333;172,study05/study05_p43:target_t25_0:source_t6_1024;study05/study05_p50:target_t21_0:source_t3_1024;study05/study05_p41:target_t24_512:source_t8_1536;study05/study05_p43:target_t19_0:source_t1_1024;study05/study05_p40:target_t36_512:source_t1_512;study05/study05_p46:target_t24_1536:source_t3_1024;study05/study05_p45:target_t27_512:source_t10_1024;study05/study05_p43:target_t26_0:source_t7_1024
1989,43;614;544;123;100;335;405;47,study05/study05_p40:target_t29_512:source_t11_1024;study05/study05_p49:target_t15_1536:source_t1_1024;study05/study05_p48:target_t21_0:source_t3_512;study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p41:target_t22_1536:source_t7_512;study05/study05_p45:target_t27_1536:source_t11_0;study05/study05_p46:target_t27_1024:source_t6_512;study05/study05_p40:target_t30_512:source_t13_0
1990,59;331;596;363;129;391;630;488,study05/study05_p40:target_t33_1024:source_t16_1024;study05/study05_p45:target_t26_1536:source_t10_0;study05/study05_p48:target_t36_1024:source_t3_512;study05/study05_p45:target_t35_1536:source_t2_512;study05/study05_p41:target_t30_0:source_t0_1024;study05/study05_p46:target_t24_0:source_t2_1536;study05/study05_p49:target_t22_1536:source_t5_1024;study05/study05_p47:target_t26_1536:source_t11_512
1991,449;429;634;294;34;345;452;352,study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p46:target_t34_0:source_t12_1536;study05/study05_p49:target_t23_1536:source_t7_0;study05/study05_p44:target_t34_1024:source_t2_0;study05/study05_p40:target_t27_0:source_t9_0;study05/study05_p45:target_t31_0:source_t14_0;study05/study05_p47:target_t17_1536:source_t1_512;study05/study05_p45:target_t32_1536:source_t16_512
1992,511;281;521;397;165;448;646;527,study05/study05_p47:target_t32_1024:source_t1_0;study05/study05_p44:target_t31_512:source_t12_1536;study05/study05_p48:target_t15_0:source_t10_1024;study05/study05_p46:target_t25_1024:source_t4_512;study05/study05_p43:target_t24_512:source_t5_1536;study05/study05_p46:target_t38_1536:source_t17_1536;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p48:target_t16_1024:source_t12_512
1993,321;315;252;22;396;532;177;496,study05/study05_p45:target_t23_1536:source_t7_512;study05/study05_p45:target_t21_1536:source_t5_1536;study05/study05_p44:target_t24_0:source_t4_512;study05/study05_p40:target_t23_1536:source_t6_0;study05/study05_p46:target_t25_512:source_t4_0;study05/study05_p48:target_t17_1536:source_t0_512;study05/study05_p43:target_t27_512:source_t8_1536;study05/study05_p47:target_t28_1536:source_t13_1024
1994,664;632;637;159;18;392;319;502,study05/study05_p50:target_t25_1024:source_t6_1024;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p49:target_t25_1536:source_t8_512;study05/study05_p43:target_t22_512:source_t4_512;study05/study05_p40:target_t22_1536:source_t5_0;study05/study05_p46:target_t24_512:source_t3_0;study05/study05_p45:target_t23_512:source_t6_1536;study05/study05_p47:target_t30_512:source_t15_1024
1995,314;285;302;499;436;99;368;628,study05/study05_p45:target_t21_512:source_t5_1024;study05/study05_p44:target_t32_512:source_t14_1536;study05/study05_p45:target_t18_0:source_t2_1024;study05/study05_p47:target_t29_1024:source_t14_512;study05/study05_p46:target_t35_1536:source_t14_1536;study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p46:target_t18_512:source_t15_0;study05/study05_p49:target_t21_1024:source_t5_0
1996,193;284;559;476;125;67;17;612,study05/study05_p43:target_t32_0:source_t14_512;study05/study05_p44:target_t32_0:source_t14_512;study05/study05_p48:target_t25_0:source_t7_0;study05/study05_p47:target_t23_1536:source_t7_1024;study05/study05_p41:target_t29_0:source_t15_1024;study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p40:target_t22_1024:source_t4_1536;study05/study05_p49:target_t15_512:source_t1_0
