successful_update,pair_indices,pair_keys
1106,48;108;34;39;19;116;124;101,study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p05:target_t6_800:source_t15_800
1107,73;68;111;50;89;92;30;49,study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p02:target_t14_1200:source_t11_800
1108,114;47;112;100;84;21;94;35,study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p02:target_t4_400:source_t5_0
1109,83;96;13;88;77;63;87;14,study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p03:target_t17_0:source_t14_400;study01/study01_p03:target_t6_400:source_t7_1200;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p01:target_t17_400:source_t10_0
1110,17;86;62;24;81;51;0;119,study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p03:target_t12_400:source_t9_1200;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p05:target_t18_400:source_t22_800
1111,8;99;54;98;64;28;10;32,study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p02:target_t3_800:source_t2_400
1112,38;70;5;40;26;74;121;78,study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p03:target_t6_800:source_t9_0
1113,71;105;115;53;104;57;122;12,study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p01:target_t15_1200:source_t9_0
1114,106;1;56;45;2;65;103;58,study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p02:target_t24_400:source_t13_1200
1115,67;7;25;33;61;22;107;18,study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p01:target_t20_400:source_t11_0
1116,36;118;66;95;80;55;117;20,study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p01:target_t21_0:source_t11_1200
1117,102;6;43;29;3;16;37;69,study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p03:target_t2_0:source_t3_1200
1118,110;90;60;91;82;44;4;27,study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p01:target_t24_0:source_t16_0
1119,79;41;123;46;76;75;113;31,study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p02:target_t3_400:source_t2_0
1120,42;97;85;72;9,study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p01:target_t15_0:source_t6_1200
1121,19;69;35;21;122;5;33;2,study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p01:target_t0_800:source_t5_0
1122,1;32;109;80;106;13;73;38,study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p02:target_t6_0:source_t7_400
1123,50;82;102;9;71;24;68;44,study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p02:target_t9_800:source_t10_400
1124,98;117;17;37;27;28;86;66,study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p03:target_t1_400:source_t3_0
1125,0;46;20;26;116;75;18;39,study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p02:target_t6_400:source_t7_800
1126,114;10;49;108;43;40;15;100,study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p05:target_t6_400:source_t15_400
1127,48;41;70;93;76;16;95;65,study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p03:target_t1_0:source_t23_1200
1128,72;12;29;14;90;104;36;103,study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p05:target_t7_0:source_t17_0
1129,120;85;59;78;79;57;56;96,study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p05:target_t0_400:source_t12_1200
1130,84;110;74;81;77;60;55;67,study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p03:target_t12_400:source_t9_1200;study01/study01_p03:target_t6_400:source_t7_1200;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p03:target_t1_800:source_t3_400
1131,112;58;115;124;62;11;4;118,study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p05:target_t18_0:source_t22_400
1132,92;113;54;89;121;107;34;88,study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p03:target_t17_0:source_t14_400
1133,53;6;22;99;45;63;47;51,study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p02:target_t19_800:source_t12_0
1134,105;111;61;83;7;123;91;25,study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p01:target_t23_400:source_t14_0
1135,64;94;101;3;119;97;42;8,study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p01:target_t13_800:source_t6_800
1136,31;30;87;52;23,study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p01:target_t21_1200:source_t12_800
1137,101;32;30;94;89;56;28;92,study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p03:target_t24_0:source_t15_400
1138,61;79;115;10;25;70;44;9,study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p01:target_t15_0:source_t6_1200
1139,37;75;7;0;119;98;55;33,study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p02:target_t3_1200:source_t2_800
1140,17;43;74;41;68;21;19;47,study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p02:target_t14_400:source_t11_0
1141,49;78;54;11;57;29;102;116,study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p05:target_t16_800:source_t21_800
1142,111;45;121;66;109;13;72;73,study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p03:target_t4_400:source_t5_1200
1143,4;77;18;88;117;48;124;42,study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p03:target_t6_400:source_t7_1200;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p03:target_t17_0:source_t14_400;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p02:target_t9_0:source_t8_800
1144,12;3;15;14;26;105;114;69,study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p03:target_t2_0:source_t3_1200
1145,50;86;16;20;46;1;85;36,study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p02:target_t4_800:source_t5_800
1146,76;80;87;82;95;83;110;120,study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p05:target_t18_800:source_t22_1200
1147,97;64;38;22;24;53;2;51,study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p02:target_t19_800:source_t12_0
1148,96;118;23;108;93;5;67;31,study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p02:target_t3_400:source_t2_0
1149,52;106;91;65;71;63;104;34,study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p02:target_t4_0:source_t2_1200
1150,6;99;81;40;60;100;39;84,study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p03:target_t12_400:source_t9_1200;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p03:target_t16_0:source_t13_400
1151,122;59;58;62;112;27;107;90,study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p03:target_t17_800:source_t14_1200
1152,8;123;35;103;113,study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p05:target_t13_1200:source_t20_800
1153,118;116;89;107;71;96;36;119,study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p05:target_t18_400:source_t22_800
1154,17;86;84;26;4;67;121;100,study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p05:target_t6_400:source_t15_400
1155,54;5;50;113;72;3;45;77,study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p03:target_t6_400:source_t7_1200
1156,91;61;14;23;20;65;64;12,study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p01:target_t15_1200:source_t9_0
1157,108;46;51;24;98;90;110;109,study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p05:target_t10_1200:source_t19_800
1158,22;70;78;49;30;106;97;58,study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p02:target_t24_400:source_t13_1200
1159,53;69;57;92;15;37;35;111,study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p05:target_t13_400:source_t20_0
1160,28;103;75;63;81;68;85;27,study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p03:target_t12_400:source_t9_1200;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p01:target_t24_0:source_t16_0
1161,7;88;94;18;59;52;2;16,study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p03:target_t17_0:source_t14_400;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p01:target_t17_1200:source_t10_800
1162,39;55;76;6;33;117;10;122,study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p05:target_t25_400:source_t23_400
1163,48;56;44;0;11;42;43;1,study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p01:target_t0_400:source_t4_800
1164,60;102;19;104;13;99;66;40,study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p02:target_t6_800:source_t7_1200
1165,34;112;82;80;120;101;73;25,study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p01:target_t23_400:source_t14_0
1166,47;124;123;32;8;115;62;21,study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p01:target_t21_400:source_t12_0
1167,87;74;31;41;29;95;93;105,study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p05:target_t7_1200:source_t17_800
1168,38;114;9;79;83,study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p03:target_t12_1200:source_t13_0
1169,121;40;16;82;97;57;65;78,study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p03:target_t6_800:source_t9_0
1170,35;12;10;11;27;25;54;61,study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p03:target_t0_0:source_t22_1200
1171,50;87;14;113;59;68;119;108,study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p05:target_t10_800:source_t19_400
1172,74;7;112;80;102;79;15;32,study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p02:target_t3_800:source_t2_400
1173,52;122;73;70;30;34;51;41,study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p02:target_t6_1200:source_t8_0
1174,120;109;21;62;36;37;48;95,study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p05:target_t0_0:source_t12_800
