binary_signal_opened,channels_exists,channels_tsv,data_exists,data_file,header,header_exists,marker_content_opened,marker_exists,marker_file,outcome_opened,participant,participant_role,processed_eeg_channels,processed_eog_channels,processed_imu_channels,sampling_rate_hz,session,source_eeg_channels,source_eog_channels,task
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-ERP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-03/eeg/sub-06_ses-03_task-SSVEP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-ERP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-04/eeg/sub-06_ses-04_task-SSVEP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-ERP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-05/eeg/sub-06_ses-05_task-SSVEP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-01/eeg/sub-07_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-01/eeg/sub-07_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-01/eeg/sub-07_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-01/eeg/sub-07_ses-01_task-ERP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-ERP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-02/eeg/sub-07_ses-02_task-SSVEP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-ERP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-03/eeg/sub-07_ses-03_task-SSVEP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-ERP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-04/eeg/sub-07_ses-04_task-SSVEP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-ERP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-07/ses-05/eeg/sub-07_ses-05_task-SSVEP_eeg.vmrk,False,sub-07,development,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-01/eeg/sub-08_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-01/eeg/sub-08_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-01/eeg/sub-08_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-01/eeg/sub-08_ses-01_task-ERP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-ERP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-02/eeg/sub-08_ses-02_task-SSVEP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-ERP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-03/eeg/sub-08_ses-03_task-SSVEP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-ERP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-04/eeg/sub-08_ses-04_task-SSVEP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-ERP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-08/ses-05/eeg/sub-08_ses-05_task-SSVEP_eeg.vmrk,False,sub-08,sealed,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-01/eeg/sub-09_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-01/eeg/sub-09_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-01/eeg/sub-09_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-01/eeg/sub-09_ses-01_task-ERP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-ERP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-02/eeg/sub-09_ses-02_task-SSVEP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-ERP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-03/eeg/sub-09_ses-03_task-SSVEP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-ERP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-04/eeg/sub-09_ses-04_task-SSVEP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-ERP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-09/ses-05/eeg/sub-09_ses-05_task-SSVEP_eeg.vmrk,False,sub-09,development,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-01/eeg/sub-10_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-01/eeg/sub-10_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-01/eeg/sub-10_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-01/eeg/sub-10_ses-01_task-ERP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-ERP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-02/eeg/sub-10_ses-02_task-SSVEP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-ERP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-03/eeg/sub-10_ses-03_task-SSVEP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-ERP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-04/eeg/sub-10_ses-04_task-SSVEP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-ERP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-10/ses-05/eeg/sub-10_ses-05_task-SSVEP_eeg.vmrk,False,sub-10,sealed,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-01/eeg/sub-11_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-01/eeg/sub-11_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-01/eeg/sub-11_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-01/eeg/sub-11_ses-01_task-ERP_eeg.vmrk,False,sub-11,development,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-ERP_eeg.vmrk,False,sub-11,development,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-02/eeg/sub-11_ses-02_task-SSVEP_eeg.vmrk,False,sub-11,development,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-ERP_eeg.vmrk,False,sub-11,development,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-03/eeg/sub-11_ses-03_task-SSVEP_eeg.vmrk,False,sub-11,development,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-04/eeg/sub-11_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-04/eeg/sub-11_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-04/eeg/sub-11_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-11/ses-04/eeg/sub-11_ses-04_task-ERP_eeg.vmrk,False,sub-11,development,46,0,27,100.0,ses-04,46,4,ERP
