successful_update,pair_indices,pair_keys
248,350;327;451;300;509;203;474;103,study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p41:target_t24_1024:source_t9_0;study05/study05_p47:target_t20_1536:source_t4_512;study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p24:target_t28_1536:source_t15_512;study05/study05_p47:target_t26_1024:source_t10_1536;study05/study05_p10:target_t21_0:source_t4_1024
249,437;160;390;503;658;274;337;199,study05/study05_p47:target_t17_512:source_t0_1536;study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p43:target_t25_1024:source_t7_0;study05/study05_p47:target_t33_1536:source_t2_512;study05/study05_p50:target_t27_1536:source_t8_512;study05/study05_p40:target_t32_512:source_t15_512;study05/study05_p41:target_t27_0:source_t11_1024;study05/study05_p24:target_t27_1536:source_t14_0
250,134;367;660;619;431;321;64;351,study05/study05_p10:target_t28_1536:source_t13_0;study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p50:target_t28_512:source_t8_1536;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p41:target_t23_0:source_t7_1024;study05/study05_p06:target_t33_512:source_t16_1536;study05/study05_p41:target_t30_1024:source_t1_0
251,330;517;269;333;638;647;609;162,study05/study05_p41:target_t25_512:source_t9_1536;study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p50:target_t20_1536:source_t3_512;study05/study05_p50:target_t23_1536:source_t5_1024;study05/study05_p49:target_t19_1024:source_t3_1024;study05/study05_p10:target_t35_1536:source_t3_512
252,620;59;380;486;119;604;306;61,study05/study05_p49:target_t23_1024:source_t6_1536;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p43:target_t22_1024:source_t4_1024;study05/study05_p47:target_t29_1024:source_t14_512;study05/study05_p10:target_t25_0:source_t8_1024;study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p41:target_t19_512:source_t3_1536;study05/study05_p06:target_t32_1024:source_t16_0
253,534;544;96;342;682;346;423;259,study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p48:target_t24_1024:source_t6_1024;study05/study05_p10:target_t19_512:source_t2_1536;study05/study05_p41:target_t28_512:source_t14_0;study05/study05_p50:target_t35_1024:source_t14_512;study05/study05_p41:target_t29_512:source_t15_1536;study05/study05_p43:target_t35_0:source_t1_1536;study05/study05_p40:target_t28_512:source_t10_1024
254,234;68;456;325;253;228;496;514,study05/study05_p40:target_t21_1536:source_t4_0;study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p47:target_t22_0:source_t5_1024;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p40:target_t20_0:source_t2_1024;study05/study05_p47:target_t32_0:source_t0_1024;study05/study05_p48:target_t16_1024:source_t12_512
255,547;426;665;412;348;445;578;483,study05/study05_p48:target_t25_512:source_t7_512;study05/study05_p43:target_t36_512:source_t2_1024;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p43:target_t31_1536:source_t13_512;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p47:target_t19_512:source_t2_1536;study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p47:target_t28_1536:source_t13_1024
256,244;650;73;11;513;258;562;420,study05/study05_p40:target_t24_512:source_t6_1024;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p48:target_t16_512:source_t11_1536;study05/study05_p40:target_t28_0:source_t10_512;study05/study05_p48:target_t30_0:source_t11_0;study05/study05_p43:target_t34_512:source_t1_0
257,676;106;440;218;599;435;648;611,study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p10:target_t21_1536:source_t5_512;study05/study05_p47:target_t18_0:source_t1_1024;study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p49:target_t15_512:source_t1_0;study05/study05_p43:target_t38_1536:source_t4_1536;study05/study05_p50:target_t24_1024:source_t5_1536;study05/study05_p49:target_t20_0:source_t4_0
258,334;656;554;279,study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p50:target_t27_512:source_t7_1536;study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p40:target_t33_1024:source_t16_1024
259,330;611;384;168;436;70;569;550,study05/study05_p41:target_t25_512:source_t9_1536;study05/study05_p49:target_t20_0:source_t4_0;study05/study05_p43:target_t24_0:source_t5_1024;study05/study05_p10:target_t37_512:source_t4_1536;study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p48:target_t32_0:source_t14_512;study05/study05_p48:target_t26_0:source_t8_0
260,381;649;338;396;301;123;505;432,study05/study05_p43:target_t22_1536:source_t4_1536;study05/study05_p50:target_t25_0:source_t6_0;study05/study05_p41:target_t27_512:source_t11_1536;study05/study05_p43:target_t27_0:source_t8_1024;study05/study05_p41:target_t18_0:source_t2_1024;study05/study05_p10:target_t26_0:source_t9_1536;study05/study05_p47:target_t34_512:source_t2_1536;study05/study05_p43:target_t38_0:source_t4_0
261,174;348;244;319;160;460;555;544,study05/study05_p10:target_t38_1536:source_t6_512;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p40:target_t24_512:source_t6_1024;study05/study05_p41:target_t22_1024:source_t7_0;study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p47:target_t23_0:source_t6_1536;study05/study05_p48:target_t27_1024:source_t9_512;study05/study05_p48:target_t24_1024:source_t6_1024
262,226;137;307;229;674;374;655;227,study05/study05_p40:target_t19_1024:source_t2_0;study05/study05_p10:target_t29_1024:source_t13_1536;study05/study05_p41:target_t19_1024:source_t4_0;study05/study05_p40:target_t20_512:source_t2_1536;study05/study05_p50:target_t32_1536:source_t12_512;study05/study05_p43:target_t20_1024:source_t3_0;study05/study05_p50:target_t27_0:source_t7_1024;study05/study05_p40:target_t19_1536:source_t2_512
263,389;283;1;104;210;526;266;379,study05/study05_p43:target_t25_512:source_t6_1536;study05/study05_p40:target_t34_1024:source_t17_1024;study05/study05_p06:target_t17_512:source_t0_1536;study05/study05_p10:target_t21_512:source_t4_1536;study05/study05_p24:target_t30_1024:source_t0_512;study05/study05_p48:target_t19_1536:source_t2_0;study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p43:target_t22_512:source_t4_512
264,543;100;643;62;186;289;233;601,study05/study05_p48:target_t24_512:source_t6_512;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p50:target_t22_512:source_t4_1024;study05/study05_p06:target_t32_1536:source_t16_512;study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p40:target_t36_0:source_t1_0;study05/study05_p40:target_t21_1024:source_t3_1536;study05/study05_p49:target_t15_1536:source_t1_1024
265,583;68;101;545;38;641;51;666,study05/study05_p48:target_t36_1024:source_t3_512;study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p10:target_t20_1024:source_t4_0;study05/study05_p48:target_t24_1536:source_t6_1536;study05/study05_p06:target_t26_1024:source_t10_0;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p06:target_t30_0:source_t13_1024;study05/study05_p50:target_t29_1536:source_t10_512
266,542;534;563;360;549;199;552;281,study05/study05_p48:target_t24_0:source_t6_0;study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p48:target_t30_512:source_t11_512;study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p48:target_t25_1536:source_t7_1536;study05/study05_p24:target_t27_1536:source_t14_0;study05/study05_p48:target_t26_1024:source_t8_1024;study05/study05_p40:target_t34_0:source_t17_0
267,683;73;624;410;165;216;17;672,study05/study05_p50:target_t35_1536:source_t14_1024;study05/study05_p06:target_t35_1024:source_t2_0;study05/study05_p49:target_t25_1536:source_t8_512;study05/study05_p43:target_t31_512:source_t12_1536;study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p06:target_t21_512:source_t4_1536;study05/study05_p50:target_t32_0:source_t11_1536
268,487;537;298;648;650;484;63;420,study05/study05_p47:target_t29_1536:source_t14_1024;study05/study05_p48:target_t22_1024:source_t4_1536;study05/study05_p41:target_t17_512:source_t1_1536;study05/study05_p50:target_t24_1024:source_t5_1536;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p47:target_t29_0:source_t13_1536;study05/study05_p06:target_t33_0:source_t16_1024;study05/study05_p43:target_t34_512:source_t1_0
269,305;446;492;14;600;43;296;290,study05/study05_p41:target_t19_0:source_t3_1024;study05/study05_p47:target_t19_1024:source_t3_0;study05/study05_p47:target_t31_0:source_t16_1024;study05/study05_p06:target_t20_1024:source_t4_0;study05/study05_p49:target_t15_1024:source_t1_512;study05/study05_p06:target_t27_1536:source_t11_512;study05/study05_p41:target_t16_1536:source_t1_512;study05/study05_p40:target_t36_512:source_t1_512
270,203;157;383;306;299;595;457;231,study05/study05_p24:target_t28_1536:source_t15_512;study05/study05_p10:target_t34_1024:source_t2_0;study05/study05_p43:target_t23_1536:source_t5_512;study05/study05_p41:target_t19_512:source_t3_1536;study05/study05_p41:target_t17_1024:source_t2_0;study05/study05_p49:target_t14_512:source_t0_0;study05/study05_p47:target_t22_512:source_t5_1536;study05/study05_p40:target_t21_0:source_t3_512
271,458;634;78;645;459;257;11;562,study05/study05_p47:target_t22_1024:source_t6_0;study05/study05_p50:target_t19_512:source_t2_512;study05/study05_p06:target_t36_1536:source_t3_512;study05/study05_p50:target_t23_512:source_t5_0;study05/study05_p47:target_t22_1536:source_t6_512;study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p48:target_t30_0:source_t11_0
272,513;90;403;136;506;217;646;134,study05/study05_p48:target_t16_512:source_t11_1536;study05/study05_p10:target_t17_1536:source_t1_512;study05/study05_p43:target_t29_512:source_t10_512;study05/study05_p10:target_t29_512:source_t13_1024;study05/study05_p47:target_t34_1024:source_t3_0;study05/study05_p24:target_t32_512:source_t2_0;study05/study05_p50:target_t23_1024:source_t5_512;study05/study05_p10:target_t28_1536:source_t13_0
273,547;261;26;603;271;385;60;176,study05/study05_p48:target_t25_512:source_t7_512;study05/study05_p40:target_t28_1536:source_t11_0;study05/study05_p06:target_t23_1024:source_t7_0;study05/study05_p49:target_t16_512:source_t2_0;study05/study05_p40:target_t31_1024:source_t14_1024;study05/study05_p43:target_t24_512:source_t5_1536;study05/study05_p06:target_t32_512:source_t15_1536;study05/study05_p24:target_t17_512:source_t6_1024
274,424;631;327;269;87;678;300;433,study05/study05_p43:target_t35_512:source_t2_0;study05/study05_p50:target_t18_0:source_t1_1024;study05/study05_p41:target_t24_1024:source_t9_0;study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p10:target_t17_0:source_t0_1024;study05/study05_p50:target_t34_512:source_t13_512;study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p43:target_t38_512:source_t4_512
275,95;485;614;662;604;443;512;138,study05/study05_p10:target_t19_0:source_t2_1024;study05/study05_p47:target_t29_512:source_t14_0;study05/study05_p49:target_t21_512:source_t4_1536;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p47:target_t18_1536:source_t2_512;study05/study05_p48:target_t16_0:source_t11_1024;study05/study05_p10:target_t29_1536:source_t14_0
276,197;493;416;238;632;2;235;668,study05/study05_p24:target_t27_512:source_t13_512;study05/study05_p47:target_t31_512:source_t16_1536;study05/study05_p43:target_t32_1536:source_t0_0;study05/study05_p40:target_t22_1536:source_t5_0;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p06:target_t17_1024:source_t1_0;study05/study05_p40:target_t22_0:source_t4_512;study05/study05_p50:target_t30_512:source_t10_1536
277,171;316;132;128;183;284;255;639,study05/study05_p10:target_t38_0:source_t5_1024;study05/study05_p41:target_t21_1536:source_t6_512;study05/study05_p10:target_t28_512:source_t12_1024;study05/study05_p10:target_t27_512:source_t11_512;study05/study05_p24:target_t23_512:source_t8_512;study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p50:target_t21_0:source_t3_1024
278,72;570;37;589;69;531;279;50,study05/study05_p06:target_t35_512:source_t1_1536;study05/study05_p48:target_t32_512:source_t0_0;study05/study05_p06:target_t26_512:source_t9_1536;study05/study05_p49:target_t12_1024:source_t9_1024;study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p48:target_t21_0:source_t3_512;study05/study05_p40:target_t33_1024:source_t16_1024;study05/study05_p06:target_t29_1536:source_t13_512
279,373;318;39;567;557;599;113;635,study05/study05_p43:target_t20_512:source_t2_1536;study05/study05_p41:target_t22_512:source_t6_1536;study05/study05_p06:target_t26_1536:source_t10_512;study05/study05_p48:target_t31_1024:source_t12_1536;study05/study05_p48:target_t28_0:source_t9_1536;study05/study05_p49:target_t15_512:source_t1_0;study05/study05_p10:target_t23_1024:source_t7_0;study05/study05_p50:target_t19_1024:source_t2_1024
280,533;170;447;145;323;207;399;119,study05/study05_p48:target_t21_1024:source_t3_1536;study05/study05_p10:target_t37_1536:source_t5_512;study05/study05_p47:target_t19_1536:source_t3_512;study05/study05_p10:target_t31_1024:source_t16_0;study05/study05_p41:target_t23_1024:source_t8_0;study05/study05_p24:target_t29_1536:source_t16_1024;study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p10:target_t25_0:source_t8_1024
281,372;133;36;476;626;256;74;502,study05/study05_p43:target_t20_0:source_t2_1024;study05/study05_p10:target_t28_1024:source_t12_1536;study05/study05_p06:target_t26_0:source_t9_1024;study05/study05_p47:target_t27_0:source_t11_1024;study05/study05_p49:target_t26_1536:source_t9_0;study05/study05_p40:target_t27_1024:source_t9_1536;study05/study05_p06:target_t35_1536:source_t2_512;study05/study05_p47:target_t33_1024:source_t2_0
282,367;240;426;234;286;593;586;417,study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p40:target_t23_512:source_t5_1024;study05/study05_p43:target_t36_512:source_t2_1024;study05/study05_p40:target_t21_1536:source_t4_0;study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p49:target_t13_1024:source_t10_1024;study05/study05_p49:target_t11_1024:source_t8_1536;study05/study05_p43:target_t33_0:source_t0_512
283,311;77;251;414;394;665;475;84,study05/study05_p41:target_t20_1024:source_t5_0;study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p40:target_t26_512:source_t8_512;study05/study05_p43:target_t32_512:source_t15_0;study05/study05_p43:target_t26_1024:source_t8_0;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p47:target_t26_1536:source_t11_512;study05/study05_p06:target_t38_512:source_t4_1536
284,594;218;514;9;500;135;239;45,study05/study05_p49:target_t13_1536:source_t10_1536;study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p48:target_t16_1024:source_t12_512;study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p47:target_t33_0:source_t1_1024;study05/study05_p10:target_t29_0:source_t13_512;study05/study05_p40:target_t23_0:source_t5_512;study05/study05_p06:target_t28_1024:source_t11_1536
285,409;215;328;204;606;85;331;421,study05/study05_p43:target_t31_0:source_t11_1536;study05/study05_p24:target_t31_1536:source_t1_1024;study05/study05_p41:target_t24_1536:source_t9_512;study05/study05_p24:target_t29_0:source_t15_1024;study05/study05_p49:target_t18_1024:source_t2_1536;study05/study05_p06:target_t38_1024:source_t5_0;study05/study05_p41:target_t25_1024:source_t10_0;study05/study05_p43:target_t34_1024:source_t1_512
286,224;148;13;522;278;254;419;21,study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p10:target_t32_512:source_t16_1536;study05/study05_p06:target_t20_512:source_t3_1536;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p40:target_t33_512:source_t16_512;study05/study05_p40:target_t27_0:source_t9_0;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p06:target_t22_512:source_t5_1536
287,366;228;584;488;57;467;525;498,study05/study05_p43:target_t18_1024:source_t1_0;study05/study05_p40:target_t20_0:source_t2_1024;study05/study05_p48:target_t36_1536:source_t3_1024;study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p06:target_t31_1024:source_t15_0;study05/study05_p47:target_t24_1536:source_t9_0;study05/study05_p48:target_t19_1024:source_t1_1536;study05/study05_p47:target_t32_1024:source_t1_0
288,31;341;400;192;580;82;343;317,study05/study05_p06:target_t24_1536:source_t8_512;study05/study05_p41:target_t28_0:source_t13_512;study05/study05_p43:target_t28_0:source_t9_1024;study05/study05_p24:target_t26_0:source_t10_1024;study05/study05_p48:target_t35_1536:source_t2_1024;study05/study05_p06:target_t37_1536:source_t4_512;study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p41:target_t22_0:source_t6_1024
289,561;574;355;406;521;357;267;657,study05/study05_p48:target_t29_1024:source_t10_1536;study05/study05_p48:target_t33_1536:source_t1_0;study05/study05_p41:target_t31_1024:source_t2_0;study05/study05_p43:target_t30_512:source_t11_0;study05/study05_p48:target_t18_1024:source_t0_1536;study05/study05_p41:target_t32_512:source_t2_1024;study05/study05_p40:target_t30_512:source_t13_0;study05/study05_p50:target_t27_1024:source_t8_0
290,162;474;478;435;151;193;196;96,study05/study05_p10:target_t35_1536:source_t3_512;study05/study05_p47:target_t26_1024:source_t10_1536;study05/study05_p47:target_t27_1024:source_t12_0;study05/study05_p43:target_t38_1536:source_t4_1536;study05/study05_p10:target_t33_0:source_t0_1024;study05/study05_p24:target_t26_512:source_t10_1536;study05/study05_p24:target_t27_0:source_t13_0;study05/study05_p10:target_t19_512:source_t2_1536
291,404;236;411;568;365;482;147;523,study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p43:target_t31_1024:source_t13_0;study05/study05_p48:target_t31_1536:source_t13_512;study05/study05_p43:target_t18_512:source_t0_1536;study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p10:target_t32_0:source_t16_1024;study05/study05_p48:target_t19_0:source_t1_512
292,654;499;553;98;129;670;441;652,study05/study05_p50:target_t26_1536:source_t7_512;study05/study05_p47:target_t32_1536:source_t1_512;study05/study05_p48:target_t26_1536:source_t8_1536;study05/study05_p10:target_t19_1536:source_t3_512;study05/study05_p10:target_t27_1024:source_t11_1024;study05/study05_p50:target_t31_512:source_t11_512;study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p50:target_t25_1536:source_t6_1536
293,185;152;364;29;181;391;628;588,study05/study05_p24:target_t24_0:source_t8_1536;study05/study05_p10:target_t33_512:source_t0_1536;study05/study05_p43:target_t18_0:source_t0_1024;study05/study05_p06:target_t24_512:source_t7_1536;study05/study05_p24:target_t22_1536:source_t7_1536;study05/study05_p43:target_t25_1536:source_t7_512;study05/study05_p50:target_t16_1536:source_t0_1536;study05/study05_p49:target_t12_512:source_t9_512
294,114;451;153;248;141;7;209;495,study05/study05_p10:target_t23_1536:source_t7_512;study05/study05_p47:target_t20_1536:source_t4_512;study05/study05_p10:target_t33_1024:source_t1_0;study05/study05_p40:target_t25_512:source_t7_1024;study05/study05_p10:target_t30_1024:source_t15_0;study05/study05_p06:target_t18_1536:source_t2_512;study05/study05_p24:target_t30_512:source_t0_0;study05/study05_p47:target_t31_1536:source_t0_512
295,47;556;41;486;156;237;149;560,study05/study05_p06:target_t29_0:source_t12_512;study05/study05_p48:target_t27_1536:source_t9_1024;study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p47:target_t29_1024:source_t14_512;study05/study05_p10:target_t34_512:source_t1_1536;study05/study05_p40:target_t22_1024:source_t4_1536;study05/study05_p10:target_t32_1024:source_t0_0;study05/study05_p48:target_t29_512:source_t10_1024
296,440;175;340;150;202;89;663;541,study05/study05_p47:target_t18_0:source_t1_1024;study05/study05_p24:target_t17_0:source_t6_512;study05/study05_p41:target_t27_1536:source_t12_1536;study05/study05_p10:target_t32_1536:source_t0_512;study05/study05_p24:target_t28_1024:source_t15_0;study05/study05_p10:target_t17_1024:source_t1_0;study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p48:target_t23_1024:source_t5_1536
297,667;520;638;58;118;369;480;313,study05/study05_p50:target_t30_0:source_t10_1024;study05/study05_p48:target_t18_512:source_t0_1024;study05/study05_p50:target_t20_1536:source_t3_512;study05/study05_p06:target_t31_1536:source_t15_512;study05/study05_p10:target_t24_1536:source_t8_512;study05/study05_p43:target_t19_512:source_t1_1536;study05/study05_p47:target_t28_0:source_t12_1024;study05/study05_p41:target_t21_0:source_t5_1024
298,546;6;637;125;292;401;315;573,study05/study05_p48:target_t25_0:source_t7_0;study05/study05_p06:target_t18_1024:source_t2_0;study05/study05_p50:target_t20_1024:source_t3_0;study05/study05_p10:target_t26_1024:source_t10_512;study05/study05_p40:target_t36_1536:source_t1_1536;study05/study05_p43:target_t28_1536:source_t9_1536;study05/study05_p41:target_t21_1024:source_t6_0;study05/study05_p48:target_t33_0:source_t0_1536
299,188;91;479;380;392;633;610;110,study05/study05_p24:target_t24_1536:source_t9_1024;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p43:target_t22_1024:source_t4_1024;study05/study05_p43:target_t26_0:source_t7_1024;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p10:target_t22_1536:source_t6_512
300,312;408;612;508;121;324;287;590,study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p49:target_t20_1536:source_t4_512;study05/study05_p48:target_t15_0:source_t10_1024;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p41:target_t23_1536:source_t8_512;study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p49:target_t12_1536:source_t9_1536
301,387;577;249;92;630;107;425;558,study05/study05_p43:target_t24_1536:source_t6_512;study05/study05_p48:target_t34_1024:source_t1_1536;study05/study05_p40:target_t25_1024:source_t7_1536;study05/study05_p10:target_t18_512:source_t1_1536;study05/study05_p50:target_t17_1536:source_t1_512;study05/study05_p10:target_t22_0:source_t5_1024;study05/study05_p43:target_t36_0:source_t2_512;study05/study05_p48:target_t28_512:source_t10_0
302,190;491;117;335;350;602;483;437,study05/study05_p24:target_t25_1024:source_t10_0;study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p10:target_t24_1024:source_t8_0;study05/study05_p41:target_t26_1024:source_t11_0;study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p49:target_t16_0:source_t1_1536;study05/study05_p47:target_t28_1536:source_t13_1024;study05/study05_p47:target_t17_512:source_t0_1536
303,220;23;280;346;275;93;565;452,study05/study05_p40:target_t18_0:source_t0_1024;study05/study05_p06:target_t22_1536:source_t6_512;study05/study05_p40:target_t33_1536:source_t16_1536;study05/study05_p41:target_t29_512:source_t15_1536;study05/study05_p40:target_t32_1024:source_t15_1024;study05/study05_p10:target_t18_1024:source_t2_0;study05/study05_p48:target_t30_1536:source_t11_1536;study05/study05_p47:target_t21_0:source_t4_1024
304,466;258;247;444;88;106;448;334,study05/study05_p47:target_t24_1024:source_t8_1536;study05/study05_p40:target_t28_0:source_t10_512;study05/study05_p40:target_t25_0:source_t7_512;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p10:target_t17_512:source_t0_1536;study05/study05_p10:target_t21_1536:source_t5_512;study05/study05_p47:target_t20_0:source_t3_1024;study05/study05_p41:target_t26_512:source_t10_1536
305,276;386;167;438;449;198;232;548,study05/study05_p40:target_t32_1536:source_t15_1536;study05/study05_p43:target_t24_1024:source_t6_0;study05/study05_p10:target_t37_0:source_t4_1024;study05/study05_p47:target_t17_1024:source_t1_0;study05/study05_p47:target_t20_512:source_t3_1536;study05/study05_p24:target_t27_1024:source_t13_1024;study05/study05_p40:target_t21_512:source_t3_1024;study05/study05_p48:target_t25_1024:source_t7_1024
306,180;579;65;3;528;592;268;559,study05/study05_p24:target_t21_1024:source_t7_1024;study05/study05_p48:target_t35_0:source_t2_512;study05/study05_p06:target_t33_1024:source_t0_0;study05/study05_p06:target_t17_1536:source_t1_512;study05/study05_p48:target_t20_512:source_t2_1024;study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p40:target_t30_1024:source_t13_512;study05/study05_p48:target_t29_0:source_t10_512
307,314;361;66;116;430;677;554;347,study05/study05_p41:target_t21_512:source_t5_1536;study05/study05_p41:target_t33_512:source_t3_1024;study05/study05_p06:target_t33_1536:source_t0_512;study05/study05_p10:target_t24_512:source_t7_1536;study05/study05_p43:target_t37_1024:source_t3_1024;study05/study05_p50:target_t34_0:source_t13_0;study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p41:target_t29_1024:source_t0_0
308,439;564;620;470;59;310;661;509,study05/study05_p47:target_t17_1536:source_t1_512;study05/study05_p48:target_t30_1024:source_t11_1024;study05/study05_p49:target_t23_1024:source_t6_1536;study05/study05_p47:target_t25_1024:source_t9_1536;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p41:target_t20_512:source_t4_1536;study05/study05_p50:target_t28_1024:source_t9_0;study05/study05_p48:target_t15_512:source_t10_1536
309,377;172;15;270;371;407;253;539,study05/study05_p43:target_t21_1536:source_t3_1536;study05/study05_p10:target_t38_512:source_t5_1536;study05/study05_p06:target_t20_1536:source_t4_512;study05/study05_p40:target_t31_512:source_t14_512;study05/study05_p43:target_t19_1536:source_t2_512;study05/study05_p43:target_t30_1024:source_t11_512;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p48:target_t23_0:source_t5_512
310,676;178;325;516;427;225;187;302,study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p24:target_t21_0:source_t7_0;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p48:target_t17_0:source_t13_512;study05/study05_p43:target_t36_1024:source_t2_1536;study05/study05_p40:target_t19_512:source_t1_1536;study05/study05_p24:target_t24_1024:source_t9_512;study05/study05_p41:target_t18_512:source_t2_1536
311,219;473;597;61;81;336;56;423,study05/study05_p24:target_t32_1536:source_t2_1024;study05/study05_p47:target_t26_512:source_t10_1024;study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p06:target_t32_1024:source_t16_0;study05/study05_p06:target_t37_1024:source_t4_0;study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p06:target_t31_512:source_t14_1536;study05/study05_p43:target_t35_0:source_t1_1536
312,497;173;161;164;143;46;609;252,study05/study05_p47:target_t32_512:source_t0_1536;study05/study05_p10:target_t38_1024:source_t6_0;study05/study05_p10:target_t35_1024:source_t3_0;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p10:target_t31_0:source_t15_1024;study05/study05_p06:target_t28_1536:source_t12_0;study05/study05_p49:target_t19_1024:source_t3_1024;study05/study05_p40:target_t26_1024:source_t8_1024
313,461;673;647;184;112;99;345;126,study05/study05_p47:target_t23_512:source_t7_0;study05/study05_p50:target_t32_512:source_t12_0;study05/study05_p50:target_t23_1536:source_t5_1024;study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p10:target_t23_512:source_t6_1536;study05/study05_p10:target_t20_0:source_t3_1024;study05/study05_p41:target_t29_0:source_t15_1024;study05/study05_p10:target_t26_1536:source_t10_1024
314,636;111;619;621;79;308;272;288,study05/study05_p50:target_t19_1536:source_t2_1536;study05/study05_p10:target_t23_0:source_t6_1024;study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p49:target_t23_1536:source_t7_0;study05/study05_p06:target_t37_0:source_t3_1024;study05/study05_p41:target_t19_1536:source_t4_512;study05/study05_p40:target_t31_1536:source_t14_1536;study05/study05_p40:target_t35_1536:source_t0_1536
