successful_update,pair_indices,pair_keys
549,43;60;120;8;91;75;30;14,study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p20:target_t16_800:source_t2_1200
550,25;11;62;33;53;1;119;99,study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p25:target_t6_0:source_t1_800
551,48;73;125;121;111;46;77;42,study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p22:target_t7_800:source_t6_0
552,6;41;118;12;104;29;106;21,study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p21:target_t3_1200:source_t16_400
553,74;72;9;67;24;71;88;7,study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p20:target_t9_1200:source_t21_400
554,86;131;98;28;80;34;39;114,study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p25:target_t18_1200:source_t11_400
555,116;69;4;123;65;3;40;51,study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p22:target_t12_1200:source_t11_400
556,113;61;47;49;22;87;23;16,study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p20:target_t17_0:source_t4_800
557,59;129;37;108;124;2;36;32,study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p22:target_t1_0:source_t2_800
558,26;50;44;18;93;38;102;52,study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p22:target_t13_0:source_t11_800
559,68;83;132;64;63;56;126;101,study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p25:target_t6_800:source_t5_0
560,84;45;78;112;70;90;117;100,study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p25:target_t6_400:source_t1_1200
561,13;122;128;5;105,study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p25:target_t7_800:source_t8_0
562,2;84;126;29;4;62;49;15,study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p20:target_t16_1200:source_t4_0
563,116;93;25;92;77;109;95;48,study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p22:target_t12_0:source_t9_800
564,73;98;17;69;121;30;36;13,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p20:target_t16_400:source_t0_1200
565,47;35;83;90;27;100;22;24,study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p21:target_t9_0:source_t18_0
566,89;26;55;71;8;14;86;97,study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p24:target_t22_800:source_t11_400
567,9;124;60;79;110;102;63;45,study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p22:target_t8_400:source_t6_1200
568,65;31;99;37;128;34;82;58,study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p23:target_t2_800:source_t1_0
569,125;101;53;19;46;96;76;114,study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p25:target_t18_1200:source_t11_400
570,113;11;18;5;41;50;1;91,study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p24:target_t21_0:source_t7_800
571,132;10;80;43;28;119;32;33,study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p22:target_t1_400:source_t2_1200
572,57;3;115;103;12;122;105;129,study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p27:target_t16_400:source_t1_400
573,78;38;66;94;44;127;112;6,study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p20:target_t9_800:source_t20_1200
574,85;39;107;16;21;123;64;23,study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p21:target_t6_400:source_t16_1200
575,130;111;52;120;68;106;54;104,study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p25:target_t7_400:source_t5_1200
576,72;75;20;67;81;88;131;108,study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p25:target_t14_400:source_t8_1200
577,40;59;87;74;61;117;118;56,study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p23:target_t2_0:source_t0_800
578,0;51;7;70;42,study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p22:target_t7_800:source_t6_0
579,31;80;32;41;115;94;24;62,study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p23:target_t4_800:source_t3_0
580,10;26;112;118;116;7;120;0,study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p20:target_t3_0:source_t19_400
581,18;33;84;20;58;59;13;36,study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p22:target_t4_0:source_t3_800
582,88;122;111;17;61;97;51;128,study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p27:target_t11_400:source_t1_0
583,104;34;12;117;85;55;106;71,study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p23:target_t8_1200:source_t9_400
584,108;96;68;16;131;5;11;9,study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p20:target_t10_400:source_t21_1200
585,52;127;49;54;23;64;107;66,study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p23:target_t5_800:source_t6_0
586,130;102;39;37;19;40;57;25,study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p21:target_t9_400:source_t18_400
587,123;121;53;91;45;2;87;81,study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p24:target_t9_800:source_t2_800
588,86;6;47;126;100;79;21;60,study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p23:target_t4_0:source_t1_800
589,105;92;75;44;30;82;114;103,study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p25:target_t7_0:source_t5_800
590,109;89;70;95;65;63;8;69,study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p23:target_t8_400:source_t6_1200
591,48;77;113;124;3;14;74;98,study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p24:target_t22_1200:source_t11_1200
592,119;56;29;110;50;42;27;1,study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p20:target_t3_1200:source_t19_800
593,15;125;22;46;38;76;67;73,study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p23:target_t16_400:source_t9_1200
594,43;83;101;129;93;132;35;72,study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p23:target_t16_0:source_t9_800
595,99;78;90;4;28,study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p21:target_t17_0:source_t0_400
596,113;79;96;124;31;25;17;45,study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p22:target_t8_400:source_t6_1200
597,12;111;94;23;44;60;109;105,study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p25:target_t7_800:source_t8_0
598,29;116;127;120;75;53;32;126,study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p26:target_t13_1200:source_t8_1200
599,76;85;125;0;36;28;11;40,study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p22:target_t7_0:source_t5_800
600,123;121;13;66;91;95;14;34,study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p22:target_t1_800:source_t3_0
601,5;27;69;56;103;119;77;128,study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p27:target_t11_400:source_t1_0
602,73;117;46;63;19;39;18;9,study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p20:target_t10_400:source_t21_1200
603,114;97;89;57;83;129;110;101,study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p25:target_t6_800:source_t5_0
604,67;16;80;122;52;49;102;8,study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p20:target_t10_0:source_t21_800
605,78;86;71;10;48;82;54;38,study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p22:target_t4_800:source_t5_0
606,47;1;26;90;131;62;84;64,study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p23:target_t5_0:source_t3_800
607,55;6;58;51;87;93;72;3,study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p20:target_t6_400:source_t20_0
608,43;22;30;21;118;112;132;20,study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p21:target_t3_800:source_t15_1200
609,4;106;33;41;61;42;99;35,study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p22:target_t1_1200:source_t3_400
610,92;37;59;70;2;98;74;24,study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p21:target_t9_0:source_t18_0
611,115;68;100;130;104;108;88;81,study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p24:target_t9_800:source_t2_800
612,107;15;65;50;7,study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p20:target_t9_1200:source_t21_400
613,52;129;5;104;101;123;110;43,study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p22:target_t7_1200:source_t6_400
614,116;61;13;93;74;38;126;86,study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p24:target_t15_1200:source_t4_800
615,124;1;82;120;65;77;2;88,study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p24:target_t19_400:source_t6_0
616,53;107;4;66;111;114;26;14,study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p20:target_t16_800:source_t2_1200
617,47;112;118;27;122;70;8;119,study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p26:target_t5_0:source_t7_0
